item_id,artist_name,track_name,genre,rating
35,Queen,Killer Queen,rock|glam rock,2.6486486486486487
36,Busy P,Rainbow Man,electronic|house|disco,2.4285714285714284
37,Cascada,Everytime We Touch (Radio Mix),dance|electronic|pop,2.6666666666666665
38,Modjo,Lady (Hear Me Tonight),house|dance|disco,2.625
39,Cream,Strange Brew,rock|blues,3.0
40,Angels & Airwaves,Do It For Me Now,alternative|indie|rock,2.875
41,Daft Punk,Revolution 909,electronic|house,2.676470588235294
42,Daft Punk,Indo Silver Club,electronic|house,2.210526315789474
43,Daft Punk,Digital Love,electronic|dance|synth-pop,2.796875
44,Daft Punk,Da Funk,electronic|house,2.85
45,Daft Punk,Too Long,electronic|house|disco,2.7666666666666666
46,Daft Punk,Human After All,electronic|dance,2.9
47,Daft Punk,Phoenix,electronic|house,2.4285714285714284
48,Daft Punk,Veridis Quo,electronic|disco|house,2.9393939393939394
49,Daft Punk,"Harder, Better, Faster, Stronger (The Neptunes Remix)",electronic|house|dance,3.142857142857143
50,Daft Punk,Teachers,electronic|house|techno,2.6666666666666665
51,Daft Punk,Short Circuit,electronic|house|disco,2.75
52,Daft Punk,Technologic,electronic|house|dance,3.0625
53,Daft Punk,Face To Face,electronic|dance,2.914285714285714
54,Daft Punk,One More Time,house|electronic|disco,2.819672131147541
55,Daft Punk,Nightvision,electronic|ambient,2.6486486486486487
56,Daft Punk,Around The World,electronic|house,2.75
57,Daft Punk,Aerodynamic,electronic|house,2.92
58,Daft Punk,Oh Yeah,electronic|house,2.65
59,Daft Punk,Superheroes,electronic|house,2.8333333333333335
60,Daft Punk,High Fidelity,electronic|house,2.5833333333333335
61,Daft Punk,Rock'N Roll,electronic|house,2.875
62,Daft Punk,The Prime Time Of Your Life,electronic|dance|techno,2.8
63,Daft Punk,Something About Us,electronic|house|disco,2.9523809523809526
64,Daft Punk,Voyager,electronic|house|dance,2.810810810810811
65,Daft Punk,"Harder, Better, Faster, Stronger",electro|house|disco,2.876923076923077
66,Daft Punk,Touch It / Technologic,electronic|house,2.5454545454545454
67,Daft Punk,Robot Rock,electronic|house,2.945945945945946
68,Cat Power,I Don'T Blame You,indie|alternative|folk,3.03125
69,Cat Power,Evolution,indie|alternative,2.608695652173913
70,Cat Power,Free,indie|alternative|folk,2.7333333333333334
71,Cat Power,Good Woman,indie|folk|alternative,2.7142857142857144
72,Cat Power,Maybe Not,indie|folk|alternative,2.7142857142857144
73,Cat Power,Shaking Paper,indie|alternative|folk,2.590909090909091
74,Cat Power,Names,indie|folk,2.48
75,Jimi Hendrix,Purple Haze,rock|psychedelic rock,2.5853658536585367
76,Jimi Hendrix,Machine Gun,rock|blues|psychedelic,2.909090909090909
77,Blink-182,Easy Target,punk|rock,2.8333333333333335
78,Blink-182,Down,pop punk|punk rock,2.923076923076923
79,Blink-182,I Miss You,pop|punk|rock,3.0
80,Blink-182,Here'S Your Letter,pop punk|alternative rock,2.625
81,The Game,Hate It Or Love It,hip-hop|rap,3.0
82,Dave Matthews Band,Grey Street,rock|alternative rock|jam band,3.25
83,Dave Matthews Band,Satellite,rock|alternative,2.875
84,Dave Matthews Band,Pay For What You Get,rock|alternative rock|jam band,2.2857142857142856
85,Dave Matthews Band,Typical Situation,rock|jam band,2.4
86,Dave Matthews Band,Ants Marching,rock|alternative,2.4285714285714284
87,Paul Van Dyk,For An Angel,trance|electronic,3.0
88,The All-American Rejects,Drive Away,pop|rock,3.3333333333333335
89,The All-American Rejects,Dirty Little Secret,pop|rock,3.0
90,The All-American Rejects,Your Star,alternative|rock,2.888888888888889
91,The All-American Rejects,"Swing, Swing",pop|rock|alternative,3.3125
92,The All-American Rejects,Don'T Leave Me,pop|rock,3.0
93,The All-American Rejects,Move Along,alternative|pop-rock,3.125
94,The All-American Rejects,The Last Song,pop|rock|alternative,2.7058823529411766
95,Zongamin,Bongo Song,electronic|dance|house,2.0
96,Maroon 5,Nothing Lasts Forever,pop|r&b,2.9
97,Thursday,War All The Time,post-hardcore|emo,2.75
98,Thursday,Understanding In A Car Crash,post-hardcore|emo|screamo,2.272727272727273
99,The Good Life,You Don'T Feel Like Home To Me,indie|alternative|folk,2.5
100,Twista,Overnight Celebrity,hip-hop|rap|r&b,2.8333333333333335
101,Sugarcult,She'S The Blade,rock|punk,2.4285714285714284
102,Sugarcult,Memory,pop|punk,3.25
103,65Daysofstatic,Retreat! Retreat!,post-rock|instrumental,2.466666666666667
104,The Futureheads,Decent Days And Nights,indie rock|post-punk revival,2.757575757575758
105,The Futureheads,Meantime,indie rock|post-punk,2.9166666666666665
106,The Futureheads,Area,indie rock|post-punk,2.857142857142857
107,Kim Sozzi,Break Up (Cascada Remix),dance|pop|electronic,2.8
108,Boston,More Than A Feeling,rock|classic rock,2.8125
109,Hot Hot Heat,Get In Or Get Out,indie rock|new wave|dance-punk,2.388888888888889
110,Wu-Tang Clan,Shaolin Worldwide,hip-hop|rap,3.0
111,Creedence Clearwater Revival,It Came Out Of The Sky,rock|folk rock|blues rock,2.0
112,Creedence Clearwater Revival,Walkin' On The Water,rock|folk rock,2.5
113,Creedence Clearwater Revival,The Midnight Special,rock|blues|folk,2.5384615384615383
114,Creedence Clearwater Revival,Sweet Hitch-Hiker,rock|classic rock,2.272727272727273
115,Creedence Clearwater Revival,Good Golly Miss Molly,rock|classic rock|roots rock,2.2857142857142856
116,Creedence Clearwater Revival,Someday Never Comes,rock|folk rock|roots rock,2.230769230769231
117,The White Stripes,The Hardest Button To Button,rock|alternative|garage rock,2.659090909090909
118,The White Stripes,300 M.P.H. Torrential Outpour Blues,alternative|rock,2.5483870967741935
119,The White Stripes,My Doorbell,alternative rock|garage rock,2.7111111111111112
120,The White Stripes,Effect And Cause,rock|garage rock,2.5416666666666665
121,The White Stripes,Seven Nation Army,rock|garage rock|alternative rock,2.975609756097561
122,The White Stripes,Rag And Bone,alternative|garage rock,2.6551724137931036
123,The White Stripes,You'Ve Got Her In Your Pocket,rock|alternative|indie,2.5454545454545454
124,The White Stripes,"Girl, You Have No Faith In Medicine",rock|garage rock|blues rock,2.606060606060606
125,The White Stripes,Hello Operator,rock|garage rock|blues rock,2.76
126,The White Stripes,Icky Thump,alternative|garage rock|blues rock,2.9347826086956523
127,The White Stripes,A Martyr For My Love For You,rock|alternative,2.608695652173913
128,The White Stripes,Little Cream Soda,rock|garage rock|alternative rock,2.6551724137931036
129,The White Stripes,Catch Hell Blues,rock|blues,2.5384615384615383
130,The White Stripes,Conquest,rock|alternative|garage,2.902439024390244
131,The White Stripes,Hypnotize,rock|alternative rock|garage rock,2.6315789473684212
132,The White Stripes,There'S No Home For You Here,alternative|indie|rock,2.4324324324324325
133,The White Stripes,Black Math,rock|garage rock|blues rock,2.697674418604651
134,The White Stripes,I'M Slowly Turning Into You,rock|alternative,2.52
135,The White Stripes,You Don'T Know What Love Is (You Just Do As You'Re Told),rock|blues,2.6857142857142855
136,Nelly Furtado,Maneater,pop|dance-pop|r&b,3.076923076923077
137,Nelly Furtado,Promiscuous,pop|r&b|hip hop,2.806451612903226
138,Bad Religion,Generator,punk rock,2.3333333333333335
139,Kanye West,Stronger,hip-hop|electronic,3.3529411764705883
140,Kanye West,Flashing Lights,hip-hop|rap,3.2941176470588234
141,Kanye West,Bring Me Down (Feat. Brandy),hip-hop|r&b,2.1
142,Kanye West,Addiction,hip hop|r&b,2.1363636363636362
143,Kanye West,Can'T Tell Me Nothing,hip-hop|rap,3.4
144,Copeland,Pin Your Wings,indie|alternative|rock,2.7142857142857144
145,Motion City Soundtrack,My Favorite Accident,rock|pop-punk|alternative,3.375
146,Motion City Soundtrack,Modern Chemistry,pop|punk|rock,3.0
147,Frank Sinatra,Strangers In The Night,pop|easy listening|jazz,3.0588235294117645
148,Frank Sinatra,The Best Is Yet To Come,jazz|swing,2.6666666666666665
149,Frank Sinatra,Summer Wind,vocal jazz|easy listening,2.272727272727273
150,Frank Sinatra,That'S Life,swing|jazz|vocal jazz|traditional pop,2.4375
151,Frank Sinatra,"Theme From New York, New York",jazz|big band,2.857142857142857
152,Frank Sinatra,Fly Me To The Moon,jazz|swing,2.8823529411764706
153,Frank Sinatra,Night And Day,jazz|swing,2.3333333333333335
154,Frank Sinatra,My Kind Of Town,pop|jazz|vocal,2.3
155,Funeral For A Friend,Streetcar,rock|post-hardcore,3.0
156,Funeral For A Friend,Kiss And Make Up,rock|emo|post-hardcore,4.0
157,Funeral For A Friend,You Want Romance?,emo|post-hardcore|alternative rock,4.0
158,Funeral For A Friend,Escape Artists Never Die,post-hardcore|emo|alternative rock,2.6
159,Funeral For A Friend,Moments Forever Faded,alternative|rock|post-hardcore,2.3333333333333335
160,Funeral For A Friend,Waking Up,rock|alternative,2.1666666666666665
161,Funeral For A Friend,Rookie Of The Year,rock|alternative,2.6666666666666665
162,Looper,Mondo '77,electronic|trip hop|experimental,2.6666666666666665
163,The Get Up Kids,Valentine,emo|indie rock,2.8
164,Afi,Summer Shudder,alternative|rock|punk,3.2857142857142856
165,Afi,Morningstar,rock|alternative rock|punk rock,3.0
166,Afi,Initiation,post-hardcore|punk rock|alternative rock,3.0
167,Afi,Prelude 12/21,alternative|punk|rock,3.4
168,Afi,Kill Caustic,rock|punk,3.3076923076923075
169,Afi,Affliction,punk|alternative,2.6923076923076925
170,Afi,The Leaving Song,rock|punk,3.0
171,Afi,The Despair Factor,rock|punk,3.0
172,Afi,"Endlessly, She Said",rock|alternative,2.9166666666666665
173,Afi,Miss Murder,alternative|post-hardcore|punk,3.347826086956522
174,Afi,Third Season,punk|rock,2.2
175,Afi,Sacrifice Theory,rock|punk rock|alternative rock,2.6666666666666665
176,Afi,Love Like Winter,alternative|rock|punk,3.2
177,Afi,Miseria Cantare: The Beginning,alternative|rock|emo,2.6923076923076925
178,Afi,...But Home Is Nowhere,alternative|punk|rock,2.5384615384615383
179,Afi,The Nephilim,rock|alternative,2.8333333333333335
180,Afi,Silver And Cold,alternative|rock|emo,3.0
181,Afi,The Interview,rock|alternative rock|punk,2.909090909090909
182,Afi,Smile,punk|alternative|rock,2.7142857142857144
183,Afi,37Mm,alternative|rock,2.5555555555555554
184,Afi,The Great Disappointment,punk|rock,2.6666666666666665
185,Afi,A Single Second,rock|alternative,2.6
186,Afi,A Story At Three,rock|punk,2.8333333333333335
187,Afi,The Killing Lights,rock|alternative|post-hardcore,3.0
188,Afi,Kiss And Control,alternative|rock,3.1666666666666665
189,Fergie,Fergalicious,pop|hip-hop|r&b,3.2142857142857144
190,Fergie,Pedestal,pop|hip hop,2.5714285714285716
191,Fergie,Voodoo Doll,pop|dance-pop|r&b,2.4444444444444446
192,Röyksopp,Beautiful Day Without You,electronic|downtempo,2.6551724137931036
193,Röyksopp,Circuit Breaker,electronic|ambient,2.88
194,Röyksopp,49 Percent,electronic|downtempo|synth-pop,2.5555555555555554
195,Röyksopp,Someone Like Me,electronic|synth-pop,3.0
196,Röyksopp,Remind Me,electronica|downtempo|trip hop,2.9523809523809526
197,Röyksopp,What Else Is There,electronic|downtempo|mellow,2.9444444444444446
198,Röyksopp,Sombre Detune,electronic|downtempo,2.8823529411764706
199,Röyksopp,Follow My Ruin,electronic|downtempo,2.740740740740741
200,Röyksopp,Dead To The World,electronic|downtempo|ambient,2.869565217391304
201,Röyksopp,Only This Moment,electronic|downtempo|synthpop,3.135135135135135
202,Röyksopp,Triumphant,electronic|experimental,2.909090909090909
203,Vitalic,La Rock 01,electronic|techno,2.0
204,Pinback,Fortress,indie|alternative|rock,2.5454545454545454
205,Redman,Put It Down,hip-hop|rap,3.5
206,The Flaming Lips,Are You A Hypnotist??,psychedelic|experimental|indie,2.6
207,Midnight Juggernauts,Dystopia,electronic|indie rock|synthpop,2.3333333333333335
208,The Mars Volta,The Widow,rock|progressive rock|experimental rock,2.825
209,The Mars Volta,Miranda That Ghost Just Isn'T Holy Anymore,progressive rock|experimental rock|post-hardcore,2.75
210,Atb,Long Way Home,trance|dance|electronic,3.25
211,Atb,Black Nights,trance|electronic,3.0
212,Atb,Gentle Melody,trance|progressive house,3.5
213,Atb,Ecstasy,trance|progressive house|dance,3.7142857142857144
214,Thrice,Image Of The Invisible,rock|alternative|post-hardcore,2.4285714285714284
215,Kool & The Gang,Jungle Boogie,funk|r&b|soul,2.388888888888889
216,Avenged Sevenfold,Beast And The Harlot,metal|hard rock,2.9166666666666665
217,Télépopmusik,Smile,electronic|chillout|downtempo,3.1818181818181817
218,Télépopmusik,Love Can Damage Your Health,electronic|downtempo,2.8095238095238093
219,Télépopmusik,Dance Me,electronic|downtempo|trip hop,2.7058823529411766
220,Télépopmusik,Breathe,electronic|downtempo|trip-hop,2.9210526315789473
221,Télépopmusik,Let'S Go Again,electronic|downtempo|trip hop,2.8333333333333335
222,Télépopmusik,Yesterday Was A Lie,electronic|downtempo|trip hop,2.8125
223,Télépopmusik,Genetic World,electronic|trip hop,2.7
224,Peaches,Fuck The Pain Away,electronic|alternative dance|electroclash,3.0
225,The Postal Service,The District Sleeps Alone Tonight,indie|electronic,3.135593220338983
226,The Postal Service,Recycled Air,electronic|indie pop,3.0
227,The Postal Service,Natural Anthem,electronic|indie pop,2.893617021276596
228,The Postal Service,Nothing Better,indie|electronic|pop,3.0377358490566038
229,The Postal Service,Such Great Heights,electronic|indie pop,3.2823529411764705
230,Kevin Rudolf,Let It Rock,pop|rock,2.8181818181818183
231,The Fray,How To Save A Life,pop|rock,3.272727272727273
232,Gwen Stefani,Wonderful Life,pop|dance-pop,2.375
233,Gwen Stefani,Early Winter,pop|pop rock|alternative rock,2.9411764705882355
234,Gwen Stefani,The Sweet Escape,pop|dance-pop,3.142857142857143
235,Gwen Stefani,Breakin' Up,pop|dance-pop|electropop,2.3333333333333335
236,Gwen Stefani,Now That You Got It,pop|dance|r&b,2.142857142857143
237,Kylie Minogue,Can'T Get You Out Of My Head,pop|dance,2.5217391304347827
238,Beck,Loser,alternative|indie|rock,2.6862745098039214
239,Beck,Lonesome Tears,alternative|experimental|indie,2.1904761904761907
240,Beck,Lost Cause,indie rock|alternative rock,2.4827586206896552
241,Dominic Plaza,Sounds Rushing,progressive house|techno,3.6666666666666665
242,Spitalfield,In The Same Lifetime,emo|pop punk|alternative rock,2.75
243,Imogen Heap,The Walk,electronic|experimental,2.5789473684210527
244,Imogen Heap,Loose Ends,pop|electronic,2.64
245,Imogen Heap,Goodnight And Go,electropop|alternative pop,2.8823529411764706
246,Imogen Heap,Hide And Seek,electropop|experimental,3.3488372093023258
247,Nightmare Of You,I Want To Be Buried In Your Backyard,indie|alternative|rock,2.6
248,Usher,Love In This Club,r&b|pop,4.0
249,Taking Back Sunday,Liar (It Takes One To Know One),alternative rock|emo,3.090909090909091
250,Taking Back Sunday,There'S No 'I' In Team,emo|alternative rock|post-hardcore,2.4545454545454546
251,Taking Back Sunday,Cute Without The 'E' (Cut From The Team),rock|emo|alternative,2.75
252,Taking Back Sunday,Miami,rock|alternative rock|emo,3.2222222222222223
253,Taking Back Sunday,Set Phasers To Stun,alternative|emo|rock,2.5
254,Taking Back Sunday,Number Five With A Bullet,rock|emo|alternative,3.3333333333333335
255,Taking Back Sunday,Makedamnsure,rock|pop punk|alternative rock,3.5
256,Taking Back Sunday,Little Devotional,emo|alternative rock,2.6666666666666665
257,Taking Back Sunday,Ghost Man On Third,emo|pop punk|alternative rock,2.5714285714285716
258,Taking Back Sunday,My Blue Heaven,emo|alternative rock,2.9
259,Eric Prydz,Call On Me,house|dance|electronic,2.65
260,Yellowcard,Back Home,pop|punk|alternative,2.857142857142857
261,Yellowcard,"One Year, Six Months",pop-punk|alternative rock,3.0
262,The Like,What I Say And What I Mean,indie|alternative|pop,2.6666666666666665
263,Rage Against The Machine,Sleep Now In The Fire,rock|alternative|metal,2.8
264,Rage Against The Machine,Testify,rock|metal|alternative,2.9583333333333335
265,Rage Against The Machine,New Millennium Homes,rock|alternative metal|rap metal,2.588235294117647
266,Rage Against The Machine,Born As Ghosts,rock|alternative|metal,2.764705882352941
267,Rage Against The Machine,Ashes In The Fall,rock|alternative|metal,2.7058823529411766
268,Rage Against The Machine,Calm Like A Bomb,rock|alternative metal|rap metal,2.8181818181818183
269,Rage Against The Machine,War Within A Breath,rock|metal|rap,2.5
270,Rage Against The Machine,Voice Of The Voiceless,rock|rap metal|alternative metal,2.619047619047619
271,Rage Against The Machine,Mic Check,rock|rap metal|alternative metal,2.4705882352941178
272,Rage Against The Machine,Born Of A Broken Man,rock|alternative metal|funk metal,2.7083333333333335
273,Rage Against The Machine,Guerilla Radio,rock|alternative rock|rap metal,3.142857142857143
274,Rage Against The Machine,Maria,rock|alternative metal|rap metal,2.75
275,Oasis,Rockin' Chair,rock|britpop,3.375
276,Oasis,The Masterplan,rock|britpop,3.0
277,Oasis,Don'T Look Back In Anger,britpop|alternative rock,2.9038461538461537
278,Oasis,Wonderwall,britpop|alternative rock,3.157303370786517
279,Oasis,Little By Little,rock|britpop|alternative,3.0
280,Oasis,Morning Glory,rock|britpop,2.6923076923076925
281,Oasis,Columbia,rock|britpop,2.7777777777777777
282,Oasis,Sad Song,rock|britpop,2.8
283,Oasis,Married With Children,rock|britpop,2.56
284,Oasis,Champagne Supernova,rock|britpop,3.111111111111111
285,Oasis,Up In The Sky,indie|britpop|alternative,2.5789473684210527
286,Oasis,Going Nowhere,rock|britpop,3.0
287,Oasis,The Importance Of Being Idle,rock|britpop,2.8
288,Oasis,Lyla,rock|britpop,2.88
289,Oasis,Supersonic,rock|britpop|alternative,3.0
290,Oasis,She'S Electric,rock|britpop,2.757575757575758
291,Oasis,Stand By Me,rock|britpop,2.772727272727273
292,Oasis,Stop Crying Your Heart Out,britpop|rock,3.0714285714285716
293,Jefferson Airplane,White Rabbit,psychedelic|rock,2.902439024390244
294,Jefferson Airplane,Somebody To Love,psychedelic rock|folk rock,2.8823529411764706
295,Anoushka Shankar,Ancient Love,world|indian classical|fusion,4.0
296,Anoushka Shankar,Beloved,world music|classical|indian classical,3.6666666666666665
297,Anoushka Shankar,Your Eyes (Sitar Solo),world|indian classical,4.0
298,Metric,Too Little Too Late,indie|alternative|rock,2.764705882352941
299,Metric,Combat Baby,indie|rock,2.903225806451613
300,Metric,Succexy,indie rock|alternative rock,2.78125
301,Metric,Monster Hospital,indie|alternative|rock,2.806451612903226
302,Metric,Dead Disco,indie|alternative,2.806451612903226
303,Metric,Love Is A Place,indie|electronic|synthpop,2.6923076923076925
304,Metric,The List,indie|alternative,2.814814814814815
305,Metric,Soft Rock Star,indie rock|alternative rock|electropop,2.4166666666666665
306,Metric,Hustle Rose,indie|alternativerock|electronic,2.8076923076923075
307,Metric,Grow Up And Blow Away,indie|alternative,3.0625
308,Creedence Clearwater Revisited,Bad Moon Rising,rock|folk rock,2.6315789473684212
309,Creedence Clearwater Revisited,Fortunate Son,rock|folk rock|roots rock,2.911764705882353
310,Creedence Clearwater Revisited,Lodi,rock|classic rock|blues,2.533333333333333
311,Creedence Clearwater Revisited,Down On The Corner,rock|classic rock|southern rock,2.347826086956522
312,Creedence Clearwater Revisited,Travelin' Band,rock|roots rock|swamp rock,2.588235294117647
313,Creedence Clearwater Revisited,Proud Mary,rock|classic rock,2.689655172413793
314,Creedence Clearwater Revisited,Green River,rock|blues,2.4761904761904763
315,Creedence Clearwater Revisited,Have You Ever Seen The Rain?,rock|folk,2.7142857142857144
316,Creedence Clearwater Revisited,Lookin' Out My Back Door,rock|roots rock|blues rock,2.588235294117647
317,Creedence Clearwater Revisited,Who'Ll Stop The Rain,rock|classic rock|blues rock,2.6
318,Paramore,Pressure,pop|rock|alternative,2.611111111111111
319,Paramore,Emergency,pop|punk|emo,2.8
320,Armin Van Buuren,Shivers,trance|progressive trance,3.125
321,Kevin Shields,City Girl,shoegaze|dream pop,2.533333333333333
322,The Prodigy,Smack My Bitch Up,electronic|big beat|techno,2.9130434782608696
323,The Prodigy,Breathe,electronic|big beat,2.8297872340425534
324,One Day As A Lion,Ocean View,rock|hip-hop,3.0
325,Clap Your Hands Say Yeah,Gimme Some Salt,indie|rock,2.5714285714285716
326,Squarepusher,Tommib,electronic|experimental|idm,2.5
327,Squarepusher,Hello Meow,electronic|experimental,2.3
328,Cky,96 Quite Bitter Beings,alternative|hard rock,3.25
329,Fergie,Clumsy,pop|r&b,2.888888888888889
330,Fall Out Boy,"The Take Over, The Breaks Over",alternative rock|pop punk,3.375
331,Fall Out Boy,The Patron Saint Of Liars And Fakes,pop punk|alternative rock|emo,2.9
332,Fall Out Boy,7 Minutes In Heaven (Atavan Halen),pop|rock|emo,3.1538461538461537
333,Fall Out Boy,The (After) Life Of The Party,pop|pop punk|alternative rock,2.909090909090909
334,Fall Out Boy,Nobody Puts Baby In The Corner,pop punk|emo,3.05
335,Fall Out Boy,Golden,pop|rock|alternative,3.0714285714285716
336,Fall Out Boy,I'M Like A Lawyer With The Way I'M Always Trying To Get You Off (Me & You),pop|rock|alternative,3.3076923076923075
337,Fall Out Boy,Bang The Doldrums,pop|rock|punk,3.1666666666666665
338,Fall Out Boy,"Dance, Dance",pop|punk|rock,3.2903225806451615
339,Fall Out Boy,Of All The Gin Joints In All The World,pop|punk rock|alternative rock,3.1666666666666665
340,Fall Out Boy,Fame < Infamy,pop|rock,3.0
341,Fall Out Boy,Don'T You Know Who I Think I Am?,rock|alternative rock|pop punk,3.5
342,Fall Out Boy,Our Lawyer Made Us Change The Name Of This Song So We Wouldn'T Get Sued,pop|punk rock|emo,3.0714285714285716
343,Fall Out Boy,"A Little Less Sixteen Candles, A Little More ""Touch Me""",pop|pop punk|alternative rock,3.4444444444444446
344,Fall Out Boy,Sophomore Slump Or Comeback Of The Year,pop|punk|rock,3.3333333333333335
345,Fall Out Boy,"This Ain'T A Scene, It'S An Arms Race",pop|punk|rock,3.48
346,Fall Out Boy,Get Busy Living Or Get Busy Dying (Do Your Part To Save The Scene And Stop Going To Shows),pop punk|emo|alternative rock,3.25
347,Fall Out Boy,I Slept With Someone In Fall Out Boy And All I Got Was This Stupid Song Written About Me,pop|rock|punk,3.0625
348,Fall Out Boy,"Champagne For My Real Friends, Real Pain For My Sham Friends",pop|punk|rock,3.066666666666667
349,Black Sabbath,St. Vitus Dance,metal|rock,2.6666666666666665
350,Black Sabbath,Electric Funeral,rock|metal,2.25
351,Black Sabbath,Paranoid,metal|rock,2.9622641509433962
352,Black Sabbath,Wishing Well,rock|hard rock|heavy metal,2.4444444444444446
353,Black Sabbath,Laguna Sunrise,rock|progressive rock|instrumental,2.4444444444444446
354,Black Sabbath,War Pigs,metal|rock,2.5454545454545454
355,Black Sabbath,Megalomania,rock|metal,2.111111111111111
356,Black Sabbath,Tomorrow'S Dream,rock|metal,2.6153846153846154
357,Black Sabbath,Heaven And Hell,heavy metal|hard rock,2.6875
358,Black Sabbath,Voodoo,metal|rock,2.6666666666666665
359,Black Sabbath,Changes,rock|heavy metal|ballad,2.4615384615384617
360,Black Sabbath,Iron Man,metal|hard rock,2.7435897435897436
361,Black Sabbath,Under The Sun,metal|rock,2.5714285714285716
362,Black Sabbath,Who Are You,heavy metal|hard rock,2.8
363,Black Sabbath,Lonely Is The Word,heavy metal|hard rock,2.5
364,Arcade Fire,Neighborhood #3 (Power Out),indie rock|art rock|baroque pop,3.1940298507462686
365,Arcade Fire,Wake Up,indie rock|alternative rock,3.1587301587301586
366,Rush,Freewill,progressive rock|hard rock|classic rock,2.2222222222222223
367,Rush,A Passage To Bangkok,rock|progressive rock,2.142857142857143
368,Rush,Yyz,progressive rock|instrumental,2.933333333333333
369,Rush,Limelight,progressive rock|hard rock,2.769230769230769
370,Pantera,Cowboys From Hell,metal|thrash metal,3.090909090909091
371,The Marshall Tucker Band,Can'T You See,rock|country|southern rock,4.0
372,Kraftwerk,Neon Lights (Ton-Up Mix),electronic|techno,2.75
373,Kraftwerk,Computer World (Klick Mix),electronic|techno,2.6666666666666665
374,The Ataris,I Won'T Spend Another Night Alone,pop punk|alternative rock,3.0
375,Yeah Yeah Yeahs,Date With The Night,rock|indie rock|garage rock,2.9615384615384617
376,Yeah Yeah Yeahs,Y Control,rock|indie rock|alternative,2.9166666666666665
377,Yeah Yeah Yeahs,Tick,rock|alternative,2.744186046511628
378,Mickey Avalon,Friends And Lovers,hip hop|rap|pop,2.75
379,Mickey Avalon,"So Rich, So Pretty",hip-hop|electronic|pop,2.5
380,Tiga,Down In It,electronic|techno,2.3333333333333335
381,Tiga,You Gonna Want Me,electronic|dance|house,2.8333333333333335
382,Nirvana,Breed,alternative|grunge,2.7777777777777777
383,Nirvana,Drain You,alternative|grunge|rock,2.9285714285714284
384,Death In Vegas,Girls,electronic|alternative,2.4545454545454546
385,Quiet Riot,Cum On Feel The Noize,hard rock|heavy metal,2.5714285714285716
386,Simon & Garfunkel,The Only Living Boy In New York,folk|rock,2.761904761904762
387,Whitesnake,Still Of The Night,rock|hard rock|heavy metal,2.8333333333333335
388,Calexico,Whipping The Horse'S Eyes,indie|folk|rock|americana,2.6
389,Calexico,Close Behind,indie rock|americana|alternative country,2.375
