user_id,item_id,rating
16,113,4
16,169,5
16,221,4
16,224,4
16,259,4
16,260,5
16,269,3
16,270,5
16,302,5
16,313,5
16,336,4
16,339,5
16,340,4
16,343,5
16,351,4
16,354,1
16,358,3
16,361,4
16,381,5
16,382,4
16,397,5
16,398,4
16,429,3
16,431,4
16,433,2
16,434,2
16,435,5
16,436,5
16,438,3
16,443,4
16,445,3
16,447,4
16,449,5
16,452,4
16,458,5
16,465,5
16,476,4
16,479,4
16,481,4
16,483,3
16,489,5
16,490,3
16,497,4
16,508,4
16,509,4
16,530,4
16,542,4
16,579,4
16,622,5
16,623,5
16,677,4
16,680,4
16,686,4
16,687,4
16,693,4
16,697,4
16,701,4
16,702,4
16,706,4
16,711,4
16,712,4
16,725,5
16,729,4
16,743,4
16,885,5
16,891,3
16,892,3
16,893,3
16,897,4
16,898,5
16,900,4
16,901,4
16,906,4
16,907,4
16,908,4
16,922,4
16,925,4
16,938,4
16,971,5
16,972,5
16,985,2
16,991,5
17,31,5
17,229,4
17,654,2
17,664,5
17,665,4
17,945,4
17,956,5
17,982,5
18,66,4
18,82,5
18,104,4
18,110,4
18,175,4
18,881,4
18,935,3
19,6,4
19,10,4
19,75,5
19,117,4
19,140,5
19,151,5
19,192,4
19,245,2
19,252,5
19,255,4
19,275,5
19,334,4
19,463,4
19,520,4
19,522,4
19,532,4
19,601,4
19,626,5
19,681,5
19,786,4
19,798,3
19,950,4
19,951,4
20,17,2
20,23,4
20,30,5
20,42,4
20,46,4
20,47,4
20,51,5
20,56,5
20,58,3
20,69,5
20,71,5
20,80,5
20,86,5
20,87,4
20,91,5
20,97,4
20,102,3
20,104,3
20,116,5
20,118,5
20,122,5
20,126,5
20,127,4
20,132,4
20,145,4
20,148,4
20,162,4
20,165,3
20,166,3
20,167,4
20,172,3
20,191,3
20,198,4
20,200,5
20,201,4
20,232,4
20,238,4
20,243,4
20,244,3
20,246,2
20,248,5
20,251,4
20,252,3
20,258,4
20,267,4
20,289,3
20,296,4
20,306,3
20,309,5
20,311,4
20,313,5
20,314,5
20,319,5
20,327,4
20,340,5
20,343,4
20,347,4
20,391,5
20,394,4
20,399,4
20,404,3
20,410,3
20,430,4
20,433,4
20,444,4
20,445,4
20,456,5
20,463,3
20,465,3
20,466,3
20,467,3
20,472,4
20,477,4
20,481,3
20,482,5
20,487,3
20,490,3
20,495,3
20,496,5
20,503,5
20,505,3
20,516,5
20,534,4
20,536,4
20,542,5
20,544,3
20,548,5
20,550,3
20,561,5
20,568,5
20,572,4
20,573,4
20,575,3
20,576,5
20,578,3
20,590,4
20,597,4
20,628,4
20,629,5
20,635,4
20,640,4
20,654,5
20,664,4
20,681,5
20,682,5
20,693,5
20,696,5
20,707,5
20,730,5
20,731,4
20,732,5
20,742,4
20,748,3
20,759,4
20,769,3
20,777,5
20,778,3
20,779,4
20,781,4
20,787,4
20,791,4
20,792,4
20,801,5
20,819,4
20,821,4
20,830,4
20,847,4
20,851,4
20,866,5
20,869,5
20,881,4
20,882,4
20,886,3
20,888,4
20,891,4
20,892,3
20,898,5
20,899,4
20,910,4
20,913,4
20,922,4
20,946,4
20,947,5
20,952,3
20,955,4
20,959,4
20,960,4
20,961,4
20,962,5
20,966,5
20,971,5
20,987,5
20,989,5
20,991,4
20,992,5
20,993,3
20,1005,4
20,1015,5
20,1017,5
20,1020,4
20,1040,5
20,1041,4
20,1047,5
21,92,5
21,393,5
21,465,5
21,482,4
21,533,5
21,699,5
21,827,5
21,1015,5
21,1016,5
21,1017,5
21,1018,5
22,100,5
22,103,4
22,194,3
22,409,4
22,513,4
22,661,4
22,796,2
23,46,5
23,47,5
23,127,5
23,203,2
23,236,4
23,267,2
23,287,4
23,302,4
23,305,3
23,307,3
23,308,3
23,458,3
23,463,3
23,526,4
23,542,5
23,543,4
23,561,3
23,572,5
23,674,3
23,779,4
23,795,3
23,807,5
23,844,3
23,845,4
23,954,3
23,959,4
23,988,3
23,993,3
23,1003,1
23,1039,5
23,1041,4
24,59,5
24,60,5
24,590,5
24,938,5
25,71,5
25,158,4
25,235,4
25,516,4
26,16,4
26,18,4
26,30,4
26,122,4
26,238,4
26,240,4
26,314,3
26,324,4
26,450,3
26,503,4
26,545,3
26,615,4
26,845,3
26,971,4
26,987,2
26,1011,3
27,34,4
27,92,5
27,140,5
27,143,5
27,145,5
27,148,5
27,156,3
27,170,4
27,175,5
27,193,5
27,419,5
27,421,5
27,423,5
27,446,4
27,458,5
27,472,3
27,475,5
27,490,3
27,556,4
27,566,4
27,633,4
27,649,5
27,664,4
27,785,3
27,795,4
27,842,5
27,878,4
27,889,4
27,927,5
27,931,3
27,934,3
27,955,4
27,1040,4
27,1042,5
28,231,4
28,472,5
28,478,5
28,493,5
28,501,4
28,578,5
28,657,4
28,866,4
29,5,5
29,28,5
29,73,5
29,108,3
29,110,5
29,189,5
29,190,4
29,197,5
29,207,3
29,217,4
29,249,4
29,283,4
29,290,5
29,294,4
29,416,5
29,423,5
29,425,5
29,504,5
29,520,3
29,524,4
29,585,4
29,661,4
29,971,5
29,972,5
29,985,5
29,986,4
29,1011,3
30,4,4
30,214,5
30,715,5
30,730,5
30,788,5
31,235,3
31,679,3
32,80,5
32,136,5
32,203,3
32,222,4
32,395,5
32,567,4
32,590,3
32,658,4
32,673,5
32,700,4
32,712,5
32,828,5
32,834,5
32,862,4
32,878,5
32,905,5
32,1031,4
32,1034,4
33,53,5
33,125,3
33,167,3
33,233,5
33,260,5
33,439,4
33,545,5
33,624,5
33,644,5
33,648,5
33,649,5
33,779,5
33,789,4
33,962,5
33,985,4
34,5,4
34,122,5
34,132,4
34,298,4
34,605,4
34,626,5
34,679,4
34,684,4
34,764,4
34,781,3
34,859,5
34,902,4
34,1000,5
35,15,5
35,84,5
35,420,5
35,838,5
35,993,4
36,127,5
36,228,4
36,655,4
36,690,4
36,847,5
36,872,5
36,985,4
36,986,4
36,1023,3
37,11,4
37,71,5
37,140,5
37,143,5
37,159,3
37,184,5
37,263,5
37,332,4
37,376,5
37,382,5
37,441,5
37,457,5
37,470,5
37,592,4
37,673,5
37,782,4
37,936,5
37,1018,4
37,1021,5
37,1022,5
37,1037,5
37,1038,5
37,1041,5
38,54,2
38,119,4
38,122,5
38,129,4
38,130,4
38,201,3
38,277,4
38,286,3
38,296,5
38,376,5
38,542,5
38,693,3
38,917,5
38,937,3
39,30,4
39,103,4
39,105,4
39,119,3
39,210,3
39,218,4
39,219,4
39,313,4
39,406,4
39,413,5
39,414,4
39,459,4
39,473,4
39,576,4
39,579,3
39,639,4
39,700,4
39,706,3
39,709,4
39,728,4
39,731,4
39,814,3
39,815,4
39,832,4
39,833,4
39,888,5
39,924,4
39,952,3
39,954,4
39,1000,3
39,1014,4
39,1033,3
40,11,4
40,45,4
40,175,4
40,180,3
40,292,4
40,419,4
40,425,4
40,515,5
40,545,3
40,590,4
40,607,4
40,699,3
40,723,3
40,735,4
40,763,4
40,1040,4
41,15,5
41,67,4
41,119,5
41,173,5
41,244,4
41,259,4
41,361,4
41,387,4
41,393,5
41,402,3
41,457,4
41,482,4
41,506,5
41,550,3
41,553,4
41,562,5
41,566,3
41,569,3
41,577,5
41,581,3
41,594,4
41,674,5
41,691,3
41,717,4
41,748,4
41,788,4
41,858,4
41,864,4
41,870,4
41,879,5
41,929,4
41,1023,1
42,43,4
42,69,5
42,93,4
42,116,5
42,124,5
42,125,5
42,126,5
42,129,4
42,140,5
42,217,5
42,223,3
42,224,3
42,248,5
42,295,5
42,299,4
42,307,5
42,308,2
42,310,3
42,328,4
42,356,4
42,362,3
42,374,5
42,397,5
42,426,4
42,465,3
42,497,5
42,522,5
42,563,4
42,639,2
42,643,5
42,668,3
42,686,4
42,688,4
42,691,4
42,724,5
42,778,3
42,785,5
42,789,5
42,791,4
42,799,5
42,801,5
42,844,3
42,887,3
42,897,3
42,905,5
42,953,5
42,985,5
42,992,4
42,1029,4
43,6,3
43,29,4
43,36,4
43,38,4
43,46,4
43,127,3
43,137,4
43,144,5
43,147,5
43,206,5
43,256,4
43,459,4
43,518,5
43,526,5
43,673,4
43,737,4
43,764,4
43,839,4
43,915,5
43,916,4
43,998,4
43,1010,4
43,1040,4
44,165,5
44,166,5
44,167,5
44,168,5
44,177,5
44,255,5
44,313,5
44,336,5
44,339,5
44,340,5
44,343,5
44,346,5
44,349,5
44,351,5
44,354,5
44,355,5
44,358,5
44,361,5
44,363,5
44,365,5
44,367,5
44,374,5
44,381,5
44,386,5
44,426,5
44,441,5
44,446,5
44,557,5
44,603,5
44,617,5
44,618,5
44,620,5
44,621,5
44,622,5
44,623,5
44,627,5
44,628,5
44,631,5
44,632,5
44,634,5
44,635,5
44,636,5
44,640,5
44,641,5
44,819,5
44,821,5
44,830,5
44,831,5
44,856,5
44,857,5
44,858,5
44,864,5
44,867,5
44,868,5
44,884,4
44,902,5
44,909,5
44,924,5
44,928,5
44,929,5
44,930,5
44,936,5
44,962,5
44,974,5
44,979,5
44,1023,1
45,38,5
45,397,3
45,613,4
45,734,4
45,769,4
45,775,4
45,808,3
45,843,4
45,1025,4
46,46,4
46,52,4
46,59,4
46,143,4
46,148,5
46,334,2
46,459,5
46,468,5
46,473,5
46,485,5
46,511,5
46,522,5
46,736,4
46,806,5
46,839,5
46,896,5
46,912,5
46,1022,5
47,97,4
47,119,5
47,310,4
47,589,4
47,629,4
47,675,4
47,749,3
47,763,4
47,804,4
47,877,3
48,185,5
49,84,3
49,119,5
49,159,5
49,162,4
49,203,4
49,237,4
49,238,3
49,243,4
49,248,3
49,260,5
49,312,4
49,334,5
49,481,3
49,496,2
49,585,3
49,858,3
49,904,4
49,915,5
49,971,3
49,989,4
49,1020,5
49,1022,5
49,1041,4
50,15,5
50,65,4
50,71,5
50,86,5
50,87,3
50,205,3
50,233,3
50,298,5
50,318,3
50,379,3
50,416,3
50,456,3
50,475,5
50,476,5
50,494,4
50,544,4
50,547,4
50,561,5
50,578,4
50,601,5
50,615,3
50,672,5
50,738,3
50,794,3
50,838,5
50,941,3
50,963,5
50,965,5
50,991,5
50,997,3
51,11,5
51,115,5
51,122,5
51,249,5
51,280,4
51,291,4
51,295,4
51,960,5
51,965,5
51,972,4
52,142,5
52,158,4
53,672,3
54,18,5
54,21,5
54,25,5
54,35,5
54,42,5
54,51,5
54,57,4
54,63,5
54,65,5
54,71,5
54,78,2
54,91,5
54,159,4
54,178,5
54,181,5
54,199,4
54,229,4
54,248,2
54,257,5
54,272,5
54,297,5
54,313,3
54,319,4
54,320,4
54,321,5
54,326,4
54,459,5
54,468,5
54,473,5
54,482,4
54,485,5
54,526,5
54,539,5
54,549,5
54,673,4
54,737,5
54,762,2
54,886,5
54,939,5
54,950,5
54,952,4
54,955,4
54,958,4
54,960,4
54,1004,2
54,1024,5
55,81,4
55,92,4
55,148,5
55,158,5
55,272,5
55,312,5
55,453,4
55,737,5
55,763,5
55,765,5
55,884,5
55,941,4
55,992,4
55,1023,5
55,1046,5
56,278,3
57,6,4
57,62,5
57,89,5
57,114,3
57,132,5
57,204,3
57,237,5
57,248,5
57,249,5
57,303,5
57,313,5
57,315,4
57,317,5
57,318,3
57,328,4
57,360,4
57,474,5
57,542,5
57,544,5
57,586,4
57,590,5
57,616,3
57,784,3
57,842,5
57,966,5
57,1037,5
58,77,5
58,90,5
58,230,5
58,239,4
58,299,5
58,334,5
58,481,4
58,502,5
58,506,3
58,633,3
58,753,4
58,762,4
58,945,5
59,210,4
59,226,3
59,419,5
59,489,4
59,838,5
59,919,4
59,931,5
59,934,3
59,949,4
60,119,5
60,122,5
60,215,4
60,313,5
60,458,5
60,983,4
60,984,4
60,1046,4
61,15,5
61,111,3
61,144,5
61,172,3
61,191,2
61,297,4
61,302,5
61,321,3
61,363,3
61,472,5
61,476,4
61,478,4
61,489,5
61,493,4
61,495,3
61,503,4
61,514,5
61,566,5
61,585,4
61,697,5
61,700,5
61,701,5
61,702,5
61,706,5
61,709,5
61,712,5
61,715,4
61,727,4
61,808,3
61,819,4
61,845,5
61,865,5
61,868,4
61,915,5
61,928,4
61,946,4
61,979,3
61,988,4
61,991,3
61,1022,5
61,1038,5
61,1042,5
62,49,5
62,66,5
62,133,5
62,260,5
62,290,5
62,325,5
62,516,5
62,539,5
62,737,5
62,741,5
62,743,4
62,752,5
62,842,5
62,854,3
62,918,5
62,931,5
62,947,4
62,971,5
62,979,3
63,14,5
63,21,5
63,53,5
63,63,4
63,67,5
63,79,5
63,87,4
63,97,5
63,104,3
63,115,5
63,116,5
63,131,3
63,133,4
63,136,5
63,198,4
63,201,4
63,203,5
63,204,4
63,207,4
63,248,4
63,262,4
63,289,4
63,302,5
63,315,4
63,323,4
63,332,3
63,393,4
63,406,4
63,561,5
63,566,5
63,571,3
63,572,5
63,576,5
63,577,5
63,587,5
63,589,4
63,612,5
63,621,5
63,675,5
63,817,5
63,841,3
63,851,5
63,883,4
63,950,5
63,970,3
63,1002,4
63,1016,5
63,1025,5
64,51,5
64,105,5
64,389,4
64,582,5
64,607,5
64,761,5
64,762,5
64,827,3
64,1044,5
65,9,5
65,28,3
65,56,4
65,57,2
65,69,4
65,77,5
65,82,5
65,118,4
65,122,3
65,133,4
65,151,5
65,156,5
65,159,4
65,176,3
65,238,3
65,243,5
65,244,4
65,258,4
65,280,5
65,297,5
65,302,2
65,303,4
65,329,5
65,331,3
65,346,4
65,519,5
65,544,4
65,561,2
65,602,5
65,673,3
65,724,3
65,749,4
65,756,5
65,761,4
65,763,3
65,767,4
65,850,4
65,929,3
65,946,3
65,954,5
65,992,4
65,995,5
65,1023,2
65,1040,3
65,1042,3
66,44,5
66,146,5
66,191,5
66,222,4
66,255,5
66,368,4
66,437,5
66,448,5
66,457,4
66,507,5
66,566,3
66,681,5
66,683,5
66,690,4
66,695,4
66,709,5
66,712,5
66,750,4
66,777,5
66,971,5
66,1002,5
66,1027,5
66,1038,5
67,179,5
67,315,3
67,331,4
67,426,3
67,586,4
67,594,3
67,609,4
67,629,3
67,749,4
68,11,4
68,64,3
68,71,4
68,95,5
68,105,5
68,218,5
68,221,5
68,279,5
68,290,5
68,576,5
68,657,5
68,718,5
68,719,5
68,722,5
68,782,5
68,816,5
68,978,4
68,989,5
69,10,4
69,159,4
69,168,4
69,179,4
69,209,5
69,260,4
69,311,5
69,449,3
69,450,5
69,554,5
69,614,5
69,618,5
69,622,5
69,632,5
69,692,3
69,833,3
69,867,5
69,906,5
69,914,5
70,148,5
70,162,3
70,254,5
70,604,5
70,839,4
70,938,4
71,2,5
71,64,5
71,73,5
71,119,5
71,122,5
71,132,4
71,133,5
71,155,3
71,160,4
71,215,4
71,255,5
71,277,5
71,306,5
71,487,5
71,527,3
71,528,4
71,566,4
71,590,4
71,598,2
71,602,5
71,620,4
71,640,5
71,841,4
71,957,4
71,958,5
71,971,5
71,993,5
71,1000,4
71,1002,4
71,1003,5
71,1007,3
72,695,5
72,778,5
72,784,4
72,877,5
73,102,4
73,227,3
73,448,5
73,459,5
73,482,4
73,485,5
73,512,5
73,614,5
73,718,4
73,719,3
73,726,4
73,760,4
74,15,2
74,28,4
74,34,4
74,73,4
74,172,4
74,196,2
74,254,3
74,280,3
74,507,3
74,593,3
74,601,4
74,602,4
74,605,4
74,791,3
74,1000,4
75,80,5
75,92,5
75,119,5
75,125,4
75,140,5
75,146,5
75,151,5
75,183,5
75,191,5
75,194,5
75,244,5
75,313,5
75,453,5
75,459,5
75,468,5
75,485,5
75,521,5
75,536,4
75,561,5
75,582,5
75,632,5
75,743,5
75,748,5
75,878,5
75,947,5
76,7,4
76,8,5
76,52,3
76,334,4
76,360,5
76,462,3
76,526,5
76,544,5
76,576,5
76,590,4
76,629,3
76,736,5
76,851,5
76,946,4
76,950,5
76,970,5
76,973,4
76,1012,5
76,1023,3
76,1049,4
77,16,5
77,121,3
77,140,5
77,141,5
77,143,4
77,166,5
77,169,5
77,170,4
77,177,5
77,182,3
77,233,5
77,262,2
77,276,5
77,287,5
77,336,5
77,349,4
77,351,5
77,355,5
77,363,4
77,370,3
77,374,4
77,381,4
77,386,2
77,437,4
77,440,5
77,451,3
77,528,3
77,553,5
77,562,5
77,568,5
77,583,5
77,619,3
77,620,5
77,623,4
77,624,5
77,625,5
77,635,3
77,664,5
77,756,5
77,902,4
78,11,3
78,46,5
78,79,3
78,87,2
78,103,5
78,255,5
78,315,5
78,318,5
78,325,5
78,417,4
78,419,5
78,421,5
78,423,5
78,425,5
78,485,5
78,542,4
78,549,3
78,673,4
78,737,5
78,755,5
78,839,5
78,933,2
78,945,5
78,1017,5
78,1042,5
78,1044,4
79,140,4
79,143,5
79,209,5
79,408,3
79,457,5
79,481,5
79,483,5
79,568,4
79,776,4
79,804,4
79,831,5
79,885,5
80,297,4
80,742,4
81,29,5
81,38,5
81,52,5
81,151,5
81,156,5
81,159,5
81,255,5
81,304,3
81,334,4
81,439,5
81,524,5
81,534,5
81,539,5
81,630,5
81,675,4
81,742,5
81,773,5
81,1023,3
82,15,4
82,20,4
82,52,4
82,55,3
82,73,3
82,84,4
82,122,4
82,128,4
82,185,4
82,236,4
82,276,4
82,300,4
82,420,4
82,475,4
82,720,4
82,735,4
82,839,4
82,854,4
82,881,5
82,1015,3
82,1017,5
83,10,4
83,127,5
83,138,5
83,251,4
83,254,4
83,272,4
83,334,3
83,457,4
83,465,4
83,476,5
83,479,4
83,481,5
83,489,4
83,590,4
83,637,4
83,884,4
83,933,4
83,957,5
83,959,5
83,993,4
84,92,5
84,111,5
84,122,4
84,128,5
84,296,4
84,326,5
84,385,5
84,390,1
84,411,3
84,421,5
84,515,5
84,518,5
84,761,5
84,779,5
84,851,5
84,886,5
84,948,4
84,954,5
84,1008,5
84,1026,5
85,191,5
85,337,5
85,351,5
85,369,4
85,381,5
85,427,5
85,434,5
85,443,5
85,444,5
85,492,5
85,526,5
85,597,5
85,623,5
85,627,4
85,629,5
85,631,5
85,632,5
85,640,3
85,715,4
85,718,4
85,752,5
85,857,5
85,901,5
85,907,5
85,913,5
85,920,5
86,19,5
86,128,4
86,1012,5
86,1020,4
87,10,4
87,11,4
87,15,4
87,25,4
87,45,5
87,64,4
87,65,4
87,66,4
87,68,4
87,71,4
87,73,5
87,75,4
87,80,4
87,84,4
87,95,5
87,97,5
87,106,4
87,112,5
87,117,4
87,127,4
87,129,4
87,133,4
87,144,5
87,147,5
87,148,5
87,160,5
87,175,5
87,198,5
87,204,4
87,207,4
87,209,5
87,235,3
87,236,5
87,241,4
87,242,5
87,248,4
87,266,3
87,285,5
87,292,4
87,314,4
87,319,4
87,321,4
87,324,4
87,326,5
87,345,4
87,440,4
87,475,5
87,501,4
87,518,5
87,589,5
87,591,4
87,594,4
87,595,5
87,604,5
87,616,4
87,630,2
87,664,5
87,752,5
87,763,5
87,786,4
87,841,4
87,843,4
87,847,4
87,848,4
87,851,5
87,939,4
87,941,5
87,947,4
87,948,4
87,954,5
87,966,4
87,971,4
87,981,4
87,982,5
87,983,4
87,984,5
87,992,5
87,993,4
87,996,5
87,1000,4
87,1003,5
87,1005,4
87,1006,4
87,1012,5
87,1015,3
87,1019,3
87,1024,5
87,1027,5
87,1049,4
88,38,4
88,49,5
88,85,5
88,106,5
88,107,4
88,108,4
88,281,5
88,421,5
88,423,5
88,598,4
88,661,4
88,770,3
88,838,5
88,851,5
88,903,3
88,988,3
88,1000,4
88,1001,4
89,109,4
89,152,3
89,723,5
89,1026,4
90,25,5
90,152,5
90,173,5
90,261,5
90,334,5
90,460,4
90,522,4
90,578,3
90,640,5
90,762,4
90,912,5
91,59,5
91,69,4
91,117,5
91,144,5
91,161,5
91,277,4
91,542,4
91,893,4
91,957,3
91,970,4
91,1023,3
92,106,5
92,235,5
92,268,5
92,275,4
92,313,5
92,333,3
92,571,5
92,588,5
92,595,5
92,660,5
92,661,5
92,841,5
92,848,5
92,875,5
92,877,4
92,1027,5
93,154,5
93,161,4
93,773,3
94,7,4
94,8,4
94,12,4
94,13,4
94,16,5
94,19,4
94,55,5
94,75,4
94,82,5
94,84,3
94,122,4
94,148,5
94,229,5
94,230,5
94,231,4
94,235,5
94,241,4
94,289,4
94,316,3
94,317,5
94,321,4
94,329,4
94,595,4
94,615,4
94,664,4
94,670,3
94,756,3
94,854,4
94,938,4
94,939,4
94,944,4
94,955,4
94,957,4
94,959,5
94,971,3
94,1021,4
95,255,5
95,427,4
95,454,5
95,458,5
95,461,5
95,469,5
95,472,5
95,482,5
95,490,5
95,542,5
95,722,5
95,731,5
96,98,4
96,221,5
96,377,5
96,400,5
96,409,5
96,412,5
96,418,4
96,422,5
96,423,5
96,425,5
96,688,5
96,779,5
96,869,4
96,872,5
96,873,5
96,878,4
96,904,4
96,918,5
96,919,5
97,71,5
97,77,4
97,81,4
97,90,4
97,149,5
97,185,5
97,191,2
97,209,4
97,297,4
97,303,2
97,317,5
97,323,5
97,417,2
97,459,1
97,506,2
97,521,3
97,549,3
97,733,5
97,786,5
97,806,5
97,1000,4
97,1002,5
97,1003,5
97,1025,4
98,69,4
98,122,5
98,389,3
98,465,3
98,482,4
98,536,4
98,538,4
98,590,4
98,601,5
98,785,4
98,859,3
98,883,4
98,888,4
98,953,3
98,1000,3
98,1002,5
98,1006,4
99,80,5
99,118,3
99,260,5
99,430,4
99,433,4
99,434,4
99,448,5
99,474,4
99,554,3
99,607,4
99,610,4
99,738,5
99,785,4
99,857,3
99,924,4
99,962,3
99,1005,5
100,2,3
100,70,5
100,127,4
100,243,4
100,487,3
100,916,3
101,521,5
102,144,5
102,172,5
102,249,5
102,325,4
102,811,4
102,847,5
102,991,5
103,10,5
103,22,5
103,23,4
103,49,4
103,56,4
103,57,4
103,91,5
103,129,4
103,200,5
103,247,4
103,248,3
103,301,4
103,320,4
103,323,4
103,325,5
103,326,4
103,391,5
103,419,5
103,440,4
103,549,4
103,589,5
103,615,5
103,671,5
103,684,4
103,703,4
103,708,4
103,754,5
103,757,4
103,809,3
103,839,5
103,841,5
103,848,5
103,849,3
103,886,5
103,939,5
103,942,4
103,943,5
103,945,5
103,947,5
103,995,5
103,1004,5
104,106,4
104,207,3
104,276,4
104,496,4
104,508,3
104,642,4
104,985,3
105,12,4
105,13,4
105,18,3
105,148,5
105,206,3
105,754,3
105,1015,4
105,1039,5
105,1041,5
105,1043,4
106,44,5
106,46,4
106,47,5
106,72,5
106,77,5
106,239,4
106,250,5
106,252,5
106,276,5
106,297,5
106,425,4
106,453,3
106,515,5
106,526,5
106,665,5
106,754,5
106,988,3
106,996,5
106,1048,5
107,11,3
107,99,4
107,101,5
107,110,4
107,112,4
107,144,5
107,294,2
107,301,4
107,359,4
107,521,4
107,539,4
107,653,5
107,670,5
107,808,5
107,1000,5
108,118,3
108,141,4
108,388,4
108,408,4
108,486,4
108,499,3
108,610,3
108,773,4
108,910,4
108,1008,3
109,15,5
109,17,4
109,25,3
109,122,3
109,199,3
109,316,3
109,317,4
109,354,4
109,673,4
109,779,5
109,866,3
109,938,4
109,939,5
109,1012,5
110,257,5
110,269,5
110,270,5
110,327,5
110,419,5
110,421,5
110,423,5
110,425,5
110,514,5
110,683,5
110,692,5
110,715,5
110,768,5
110,777,5
110,779,5
110,823,5
110,838,5
111,26,3
111,64,4
111,122,5
111,203,4
111,204,5
111,277,4
111,290,4
111,292,5
111,293,5
111,319,5
111,376,5
111,393,5
111,397,5
111,398,5
111,416,5
111,418,4
111,468,5
111,482,5
111,485,5
111,498,4
111,501,5
111,578,4
111,607,4
111,608,4
111,612,5
111,615,4
111,626,5
111,672,5
111,883,4
111,905,4
111,911,4
111,958,5
111,961,4
111,987,4
111,1008,4
111,1011,5
111,1022,5
111,1040,5
111,1042,5
111,1046,4
112,48,5
112,63,4
112,91,4
112,127,5
112,128,5
112,237,4
112,249,4
112,252,5
112,334,5
112,425,5
112,549,5
112,665,5
112,807,3
112,905,4
112,912,5
112,948,4
112,962,5
112,963,5
112,988,4
112,989,5
113,20,4
113,66,5
113,121,4
113,168,4
113,183,3
113,187,4
113,190,4
113,292,5
113,293,5
113,295,5
113,347,4
113,352,4
113,356,4
113,361,4
113,362,4
113,365,5
113,367,4
113,369,5
113,370,4
113,378,4
113,383,4
113,384,4
113,394,4
113,408,4
113,413,4
113,424,5
113,429,4
113,430,4
113,432,4
113,434,4
113,452,4
113,461,4
113,464,4
113,466,4
113,483,4
113,497,4
113,531,4
113,547,4
113,562,4
