item_id,title,genres
176,...And Justice for All,"drama,thriller"
177,Animal House,comedy
178,Do the Right Thing,"comedy,drama"
179,Star Wars: Episode I - The Phantom Menace,"action,adventure,fantasy,sci-fi"
180,Breaking Away,drama
181,Murphy's Romance,"comedy,romance"
182,Network,"comedy,drama"
183,Bull Durham,comedy
184,Double Indemnity,"crime,film-noir"
185,Dog Day Afternoon,"comedy,crime,drama"
186,American Graffiti,"comedy,drama"
187,Mulan,"animation,children's"
188,Mommie Dearest,drama
189,Blast from the Past,"comedy,romance"
190,Don Juan DeMarco,"comedy,drama,romance"
191,Frequency,"drama,thriller"
192,Return to Me,"drama,romance"
193,Superman,"action,adventure,sci-fi"
194,"Bell, Book and Candle","comedy,romance"
195,Superman II,"action,adventure,sci-fi"
196,Out of Sight,"action,crime,romance"
197,Bound for Glory,drama
198,Ghostbusters,"comedy,horror"
199,"Walk on the Moon, A","drama,romance"
200,Dracula,horror
201,Dracula,horror
202,"Good Morning, Vietnam","comedy,drama,war"
203,Frankenstein,horror
204,Eat Drink Man Woman,"comedy,drama"
205,Ed Wood,"comedy,drama"
206,Arthur,"comedy,romance"
207,Go,crime
208,Plan 9 from Outer Space,"horror,sci-fi"
209,Oscar and Lucinda (a.k.a. Oscar & Lucinda),"drama,romance"
210,Gypsy,musical
211,On the Town,musical
212,Modern Times,comedy
213,Invasion of the Body Snatchers,"horror,sci-fi"
214,Crimes of the Heart,"comedy,drama"
215,Going My Way,comedy
216,Close Encounters of the Third Kind,"drama,sci-fi"
217,Cabaret,"musical,war"
218,Notting Hill,"comedy,romance"
219,Three Days of the Condor,thriller
220,Little Shop of Horrors,"comedy,horror,musical"
221,Guys and Dolls,musical
222,On the Waterfront,"crime,drama"
223,Marty,"drama,romance"
224,West Side Story,"musical,romance"
225,Ladyhawke,"adventure,fantasy,romance"
226,GoldenEye,"action,adventure,thriller"
227,Star Wars: Episode IV - A New Hope,"action,adventure,fantasy,sci-fi"
228,What's Eating Gilbert Grape,drama
229,Like Water for Chocolate (Como agua para chocolate),"drama,romance"
230,While You Were Sleeping,"comedy,romance"
231,Sense and Sensibility,"drama,romance"
232,Marathon Man,thriller
233,Caddyshack,comedy
234,Lucas,drama
235,High Fidelity,comedy
236,Rocky,"action,drama"
237,Chariots of Fire,drama
238,Muriel's Wedding,"comedy,romance"
239,Out of Africa,"drama,romance"
240,Leaving Las Vegas,"drama,romance"
241,Angel Heart,"film-noir,mystery,thriller"
242,Nine 1/2 Weeks,drama
243,Cinderella,"animation,children's,musical"
244,Moonraker,"action,romance,sci-fi"
245,Rain Man,drama
246,Driving Miss Daisy,drama
247,Run Lola Run (Lola rennt),"action,crime,romance"
248,Repo Man,"comedy,sci-fi"
249,Mary Poppins,"children's,comedy,musical"
250,Dumbo,"animation,children's,musical"
251,Forrest Gump,"comedy,romance,war"
252,Babe,"children's,comedy,drama"
253,Four Weddings and a Funeral,"comedy,romance"
254,Risky Business,comedy
255,Rebel Without a Cause,drama
256,Bedknobs and Broomsticks,"adventure,children's,musical"
257,Body Heat,"crime,thriller"
258,Alice in Wonderland,"animation,children's,musical"
259,Ferris Bueller's Day Off,comedy
260,Better Than Chocolate,"comedy,romance"
261,Gladiator,"action,drama"
262,Once Were Warriors,"crime,drama"
263,"Professional, The (a.k.a. Leon: The Professional)","crime,drama,romance,thriller"
264,Pocahontas,"animation,children's,musical,romance"
265,Children of Paradise (Les enfants du paradis),"drama,romance"
266,Yellow Submarine,"animation,musical"
267,American Beauty,"comedy,drama"
268,And Now for Something Completely Different,comedy
269,Serpico,"crime,drama"
270,Caligula,drama
271,Sullivan's Travels,comedy
272,"Hard Day's Night, A","comedy,musical"
273,On Golden Pond,drama
274,Airplane!,comedy
275,Everyone Says I Love You,"comedy,musical,romance"
276,Anchors Aweigh,"comedy,musical"
277,Big,"comedy,fantasy"
278,William Shakespeare's Romeo and Juliet,"drama,romance"
279,Big Trouble in Little China,"action,comedy"
280,Love and Death,comedy
281,Aliens,"action,sci-fi,thriller,war"
282,Gilda,film-noir
283,South Pacific,"musical,romance,war"
284,Blazing Saddles,"comedy,western"
285,Flashdance,"drama,romance"
286,Deliverance,"adventure,thriller"
287,Excalibur,"action,drama,fantasy,romance"
288,"Clockwork Orange, A",sci-fi
289,Goldfinger,action
290,Private Benjamin,comedy
291,From Russia with Love,action
292,Monty Python and the Holy Grail,comedy
293,Dr. No,action
294,Aladdin and the King of Thieves,"animation,children's,comedy"
295,Go Fish,"drama,romance"
296,Fargo,"crime,drama,thriller"
297,Sleepless in Seattle,"comedy,romance"
298,Chicken Run,"animation,children's,comedy"
299,Star Wars: Episode VI - Return of the Jedi,"action,adventure,romance,sci-fi,war"
300,Alien,"action,horror,sci-fi,thriller"
301,Blood Simple,"drama,film-noir"
302,Bambi,"animation,children's"
303,Prizzi's Honor,"comedy,drama,romance"
304,Willy Wonka and the Chocolate Factory,"adventure,children's,comedy,fantasy"
305,Blade Runner,"film-noir,sci-fi"
306,Sleeper,"comedy,sci-fi"
307,Bananas,"comedy,war"
308,"Fish Called Wanda, A",comedy
309,Angels and Insects,"drama,romance"
310,Dangerous Liaisons,"drama,romance"
311,Bronco Billy,"adventure,drama,romance"
312,F/X,"action,crime,thriller"
313,Amadeus,drama
314,Monty Python's Life of Brian,comedy
315,Victor/Victoria,"comedy,musical"
316,Raging Bull,drama
317,Starman,"adventure,drama,romance,sci-fi"
318,Dial M for Murder,"mystery,thriller"
319,Jurassic Park,"action,adventure,sci-fi"
320,Dirty Dancing,"musical,romance"
321,Splash,"comedy,fantasy,romance"
322,Forbidden Planet,sci-fi
323,Field of Dreams,drama
324,Annie Hall,"comedy,romance"
325,All That Jazz,musical
326,When Harry Met Sally...,"comedy,romance"
327,Harold and Maude,comedy
328,"Seventh Seal, The (Sjunde inseglet, Det)",drama
329,E.T. the Extra-Terrestrial,"children's,drama,fantasy,sci-fi"
330,"Christmas Carol, A",drama
331,Dead Men Don't Wear Plaid,"comedy,crime,thriller"
332,Indiana Jones and the Temple of Doom,"action,adventure"
333,"Affair of Love, An (Une Liaison Pornographique)","drama,romance"
334,Manhattan,"comedy,drama,romance"
335,Miller's Crossing,drama
336,Dead Poets Society,drama
337,Strictly Ballroom,"comedy,romance"
338,Adventures in Babysitting,"adventure,comedy"
339,Groundhog Day,"comedy,romance"
340,Backdraft,"action,drama"
341,Some Kind of Wonderful,"drama,romance"
342,Austin Powers: International Man of Mystery,comedy
343,Life Is Beautiful (La Vita è bella),"comedy,drama"
344,Tin Cup,"comedy,romance"
345,Against All Odds,romance
346,Elizabeth,drama
347,Air Force One,"action,thriller"
348,Good Will Hunting,drama
349,Ulee's Gold,drama
350,"Mrs. Brown (Her Majesty, Mrs. Brown)","drama,romance"
351,Airport,drama
352,Anne Frank Remembered,documentary
353,"Cool Dry Place, A",drama
354,Big Night,drama
355,Sliding Doors,"drama,romance"
356,American Pie,comedy
357,As Good As It Gets,"comedy,drama"
358,Austin Powers: The Spy Who Shagged Me,comedy
359,Ace Ventura: Pet Detective,comedy
360,Beverly Hills Cop III,"action,comedy"
361,"Idiots, The (Idioterne)","comedy,drama"
362,Big Daddy,comedy
363,Clueless,"comedy,romance"
364,Dave,"comedy,romance"
365,Speed,"action,romance,thriller"
366,"Postino, Il (The Postman)","drama,romance"
367,Indochine,"drama,romance"
368,Best in Show,comedy
369,Air America,"action,comedy"
370,Croupier,"crime,drama"
371,Cinema Paradiso,"comedy,drama,romance"
372,Nikita (La Femme Nikita),thriller
373,Being John Malkovich,comedy
374,Home Alone,"children's,comedy"
375,Ghost,"comedy,romance,thriller"
376,Scream,"horror,thriller"
377,Michael,"comedy,romance"
378,Doctor Zhivago,"drama,romance,war"
379,Twister,"action,adventure,romance,thriller"
380,Re-Animator,horror
381,Blue Velvet,"drama,mystery"
382,Cool Hand Luke,"comedy,drama"
383,"Room with a View, A","drama,romance"
384,Dead Again,"mystery,romance,thriller"
385,Fools Rush In,"comedy,romance"
386,Dead Calm,thriller
387,Mortal Thoughts,"mystery,thriller"
388,Father of the Bride,comedy
389,Pacific Heights,thriller
390,Sleepy Hollow,"horror,romance"
391,Eye of the Beholder,thriller
392,What Dreams May Come,"drama,romance"
393,Howard the Duck,"adventure,children's,sci-fi"
394,Howards End,drama
395,Final Destination,"drama,thriller"
396,Leatherface: Texas Chainsaw Massacre III,horror
397,Boogie Nights,drama
398,She's Gotta Have It,"comedy,romance"
399,This Is My Father,"drama,romance"
400,Anastasia,"animation,children's,musical"
401,Circle of Friends,"drama,romance"
402,Clerks,comedy
403,Eyes of Laura Mars,"mystery,thriller"
404,"Christmas Story, A","comedy,drama"
405,Pee-wee's Big Adventure,comedy
406,I.Q.,"comedy,romance"
407,Interview with the Vampire,"drama,horror"
408,Honeymoon in Vegas,"comedy,romance"
409,Jacob's Ladder,"horror,mystery,thriller"
410,"Little Princess, A","children's,drama"
411,Legends of the Fall,"drama,romance,war,western"
412,Mission: Impossible 2,"action,thriller"
413,Shanghai Noon,action
414,"Perfect Murder, A","mystery,thriller"
415,Misery,horror
416,Stigmata,thriller
417,Top Gun,"action,romance"
418,Pulp Fiction,"crime,drama"
419,Eraserhead,"drama,horror"
420,Double Jeopardy,"action,thriller"
421,"Mystery, Alaska",comedy
422,In the Name of the Father,drama
423,Butch Cassidy and the Sundance Kid,"action,comedy,western"
424,L.A. Story,"comedy,romance"
425,Mission: Impossible,"action,adventure,mystery"
426,Who's Afraid of Virginia Woolf?,drama
427,Phenomenon,"drama,romance"
428,Bram Stoker's Dracula,"horror,romance"
429,James and the Giant Peach,"animation,children's,musical"
430,St. Elmo's Fire,"drama,romance"
431,"Nightmare on Elm Street, A",horror
432,Nurse Betty,"comedy,thriller"
433,"River Runs Through It, A",drama
434,Grosse Pointe Blank,"comedy,crime"
435,Mrs. Winterbourne,"comedy,romance"
436,True Crime,"mystery,thriller"
437,True Crime,"crime,thriller"
438,Feeling Minnesota,"drama,romance"
439,End of Days,"action,thriller"
440,Flawless,drama
441,Breakdown,"action,thriller"
442,Batman Returns,"action,adventure,comedy,crime"
443,Jaws,"action,horror"
444,Jaws 2,"action,horror"
445,Jaws 3-D,"action,horror"
446,Gods and Monsters,drama
447,Supercop,"action,thriller"
448,Brassed Off,"comedy,drama,romance"
449,Sid and Nancy,drama
450,Pitch Black,"action,sci-fi"
451,Magnolia,drama
452,200 Cigarettes,"comedy,drama"
453,Batman & Robin,"action,adventure,crime"
454,Midnight in the Garden of Good and Evil,"comedy,crime,drama,mystery"
455,Mouse Hunt,"children's,comedy"
456,Christine,horror
457,Galaxy Quest,"adventure,comedy,sci-fi"
458,Angela's Ashes,drama
459,Logan's Run,"action,adventure,sci-fi"
460,Home Fries,"comedy,romance"
461,"Simple Plan, A","crime,thriller"
462,Event Horizon,"action,mystery,sci-fi,thriller"
463,Rushmore,comedy
464,Born Yesterday,comedy
465,"Lock, Stock & Two Smoking Barrels","comedy,crime,thriller"
466,Wild Wild West,"action,sci-fi,western"
467,Arlington Road,thriller
468,Rob Roy,"drama,romance,war"
469,Batman Forever,"action,adventure,comedy,crime"
470,Desperado,"action,romance,thriller"
471,Devil in a Blue Dress,"crime,film-noir,mystery,thriller"
472,Inspector Gadget,"action,adventure,children's,comedy"
473,Mystery Men,"action,adventure,comedy"
474,Runaway Bride,"comedy,romance"
475,Pushing Tin,comedy
476,Something to Talk About,"comedy,drama,romance"
477,U-571,"action,thriller"
478,Oliver!,musical
479,Midnight Cowboy,drama
480,Frances,drama
481,Winnie the Pooh and the Blustery Day,"animation,children's"
482,Bowfinger,comedy
483,Breathless,"action,drama,romance,thriller"
484,Halloween,horror
485,"American Werewolf in Paris, An","comedy,horror"
486,Romeo Is Bleeding,"crime,thriller"
487,Poltergeist,"horror,thriller"
488,True Lies,"action,adventure,comedy,romance"
489,Schindler's List,"drama,war"
490,Freaky Friday,"children's,comedy"
491,GoodFellas,"crime,drama"
492,Psycho,"horror,thriller"
493,Psycho,"crime,horror,thriller"
494,Fight Club,drama
495,So I Married an Axe Murderer,"comedy,romance,thriller"
496,Saving Private Ryan,"action,drama,war"
497,Time Bandits,"adventure,fantasy,sci-fi"
498,Bonnie and Clyde,"crime,drama"
499,Reservoir Dogs,"crime,thriller"
500,Hellraiser,horror
501,Bringing Out the Dead,"drama,horror"
502,Basic Instinct,"mystery,thriller"
503,Scary Movie,"comedy,horror"
504,Night of the Living Dead,"horror,sci-fi"
505,Boiler Room,drama
506,Exotica,drama
507,"Red Violin, The (Le Violon rouge)","drama,mystery"
508,"Ideal Husband, An",comedy
509,Cat People,horror
510,Ride with the Devil,"drama,romance,war"
511,Romy and Michele's High School Reunion,comedy
512,Little Voice,comedy
513,"South Park: Bigger, Longer and Uncut","animation,comedy"
514,Eyes Wide Shut,drama
515,"Dreamlife of Angels, The (La Vie rêvée des anges)",drama
516,Twin Falls Idaho,drama
517,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)","drama,romance"
518,Election,comedy
519,Diner,"comedy,drama"
520,Boys Don't Cry,drama
521,Meet the Parents,comedy
522,Roger & Me,"comedy,documentary"
523,"Close Shave, A","animation,comedy,thriller"
524,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"sci-fi,war"
525,Some Like It Hot,"comedy,crime"
526,Waiting for Guffman,comedy
527,That Darn Cat!,"children's,comedy,mystery"
528,That Darn Cat!,"children's,comedy,mystery"
529,Kiss the Girls,"crime,drama,thriller"
530,Clay Pigeons,crime
531,"Fast, Cheap & Out of Control",documentary
532,Wild Things,"crime,drama,mystery,thriller"
533,Sommersby,"drama,mystery,romance"
534,Grand Canyon,"crime,drama"
535,Lone Star,"drama,mystery"
536,Sling Blade,"drama,thriller"
537,Midnight Run,"action,adventure,comedy,crime"
538,Jackie Brown,"crime,drama"
539,Cop Land,"crime,drama,mystery"
540,There's Something About Mary,comedy
541,Hackers,"action,crime,thriller"
542,Lethal Weapon,"action,comedy,crime,drama"
543,Lethal Weapon 2,"action,comedy,crime,drama"
544,Polish Wedding,comedy
545,From Dusk Till Dawn,"action,comedy,crime,horror,thriller"
546,Metropolis,sci-fi
547,Local Hero,comedy
548,Mulholland Falls,"crime,film-noir,thriller"
549,Glengarry Glen Ross,drama
550,Stranger Than Paradise,comedy
551,Glory,"action,drama,war"
552,Robocop,"action,crime,sci-fi"
553,Robocop 2,"action,crime,sci-fi"
554,Drugstore Cowboy,"crime,drama"
555,Night on Earth,"comedy,drama"
556,Simon Birch,drama
557,Kolya,comedy
558,All About My Mother (Todo Sobre Mi Madre),"comedy,drama"
559,Almost Heroes,"adventure,comedy"
560,What About Bob?,comedy
561,Splendor,comedy
562,Jean de Florette,drama
563,Manon of the Spring (Manon des sources),drama
564,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",drama
565,My Life as a Dog (Mitt liv som hund),drama
566,My Left Foot,drama
567,Mystery Science Theater 3000: The Movie,"comedy,sci-fi"
568,Toy Story 2,"animation,children's,comedy"
569,Pleasantville,comedy
570,Sweet and Lowdown,"comedy,drama"
571,Shall We Dance? (Shall We Dansu?),comedy
572,Braveheart,"action,drama,war"
573,My Life in Pink (Ma vie en rose),"comedy,drama"
574,Wag the Dog,"comedy,drama"
575,Smoke Signals,"comedy,drama"
576,Drop Dead Gorgeous,comedy
577,Living in Oblivion,comedy
578,Love and Death on Long Island,"comedy,drama"
579,Ordinary People,drama
580,Get Shorty,"action,comedy,drama"
581,Bullets Over Broadway,comedy
582,Year of Living Dangerously,"drama,romance"
583,Mighty Aphrodite,comedy
584,Searching for Bobby Fischer,drama
585,"Grand Day Out, A","animation,comedy"
586,Sophie's Choice,drama
587,Get Carter,"action,drama,thriller"
588,Get Carter,thriller
589,Down by Law,"comedy,drama"
590,Peter Pan,"animation,children's,fantasy,musical"
591,Mister Roberts,"comedy,drama,war"
592,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),"comedy,drama"
593,My Favorite Year,comedy
594,Sunset Blvd. (a.k.a. Sunset Boulevard),film-noir
595,Women on the Verge of a Nervous Breakdown,"comedy,drama"
596,Fast Times at Ridgemont High,comedy
597,Wayne's World,comedy
598,Dazed and Confused,comedy
599,Much Ado About Nothing,"comedy,romance"
600,Bob Roberts,comedy
601,"American Tail, An","animation,children's,comedy"
602,Strangers on a Train,"film-noir,thriller"
603,Mona Lisa,"comedy,thriller"
604,Pink Flamingos,comedy
605,Any Given Sunday,drama
606,Happy Gilmore,comedy
607,Flirting With Disaster,comedy
608,Mystery Train,"comedy,crime,drama"
609,Tom Jones,comedy
610,Radio Days,"comedy,drama"
611,Metropolitan,comedy
612,Drunken Master (Zui quan),"action,comedy"
613,Hairspray,"comedy,drama"
614,Help!,"comedy,musical"
615,Crimes and Misdemeanors,comedy
616,Duel in the Sun,western
617,8 1/2,drama
618,Raise the Red Lantern,drama
619,Angel Baby,drama
620,Woman in the Dunes (Suna no onna),drama
621,"Bicycle Thief, The (Ladri di biciclette)",drama
622,"Grand Illusion (Grande illusion, La)","drama,war"
623,"Celebration, The (Festen)",drama
624,When Night Is Falling,"drama,romance"
625,Secrets & Lies,drama
626,Lawrence of Arabia,"adventure,war"
627,Seven Samurai (The Magnificent Seven) (Shichinin no samurai),"action,drama"
628,Lolita,"drama,romance"
629,Lolita,drama
630,Terminator 2: Judgment Day,"action,sci-fi,thriller"
631,Back to the Future,"comedy,sci-fi"
632,Nighthawks,"action,drama"
633,Ben-Hur,"action,adventure,drama"
634,"American in Paris, An","musical,romance"
635,Indiana Jones and the Last Crusade,"action,adventure"
636,Kingpin,comedy
637,Rush Hour,"action,thriller"
638,Selena,"drama,musical"
639,Running Scared,"action,comedy"
640,Tequila Sunrise,"action,romance,thriller"
641,Dudley Do-Right,"children's,comedy"
642,Trekkies,documentary
643,Escape from New York,"action,adventure,sci-fi,thriller"
644,White Christmas,musical
645,One Fine Day,"drama,romance"
646,Star Trek: First Contact,"action,adventure,sci-fi"
647,Die Hard 2,"action,thriller"
648,Star Trek VI: The Undiscovered Country,"action,adventure,sci-fi"
649,Star Trek IV: The Voyage Home,"action,adventure,sci-fi"
650,"Bug's Life, A","animation,children's,comedy"
651,Office Space,"comedy,romance"
652,Planet of the Apes,"action,sci-fi"
653,Baby Geniuses,comedy
654,Doctor Dolittle,comedy
655,Doctor Dolittle,"adventure,musical"
656,Stargate,"action,adventure,sci-fi"
657,Die Hard,"action,thriller"
658,Restoration,drama
659,Shall We Dance?,"comedy,musical,romance"
660,Babes in Toyland,"children's,fantasy,musical"
661,White Squall,"adventure,drama"
662,Weekend at Bernie's,comedy
663,Wallace & Gromit: The Best of Aardman Animation,animation
664,Dances with Wolves,"adventure,drama,western"
665,Gaslight,"mystery,thriller"
666,Toys,"action,comedy,fantasy"
667,2001: A Space Odyssey,"drama,mystery,sci-fi,thriller"
668,"Few Good Men, A","crime,drama"
669,Fly Away Home,"adventure,children's"
670,"King of Masks, The (Bian Lian)",drama
671,Wide Awake,"children's,comedy,drama"
672,Hoop Dreams,documentary
673,Heart and Souls,"comedy,fantasy"
674,Buena Vista Social Club,documentary
675,Hook,"adventure,fantasy"
676,Tarzan,"animation,children's"
677,Nobody's Fool,drama
678,Microcosmos (Microcosmos: Le peuple de l'herbe),documentary
679,Romeo and Juliet,"drama,romance"
680,Space Cowboys,"action,sci-fi"
681,Ed,comedy
682,Three Kings,"drama,war"
683,Life with Mikey,comedy
684,Steamboat Willie,"animation,children's,comedy,musical"
685,Courage Under Fire,"drama,war"
686,Mediterraneo,"comedy,war"
687,Bring It On,comedy
688,Space Jam,"adventure,animation,children's,comedy,fantasy"
689,Fatal Attraction,thriller
690,Awakenings,drama
691,Citizen Ruth,"comedy,drama"
692,Sneakers,"crime,drama,sci-fi"
693,Central Station (Central do Brasil),drama
694,Flubber,"children's,comedy,fantasy"
695,My Dog Skip,comedy
696,Apollo 13,drama
697,Quiz Show,drama
698,Three Colors: Red,drama
699,Crimson Tide,"drama,thriller,war"
700,Crumb,documentary
701,Small Soldiers,"animation,children's,fantasy,war"
702,Cookie's Fortune,mystery
703,All Quiet on the Western Front,war
704,Keeping the Faith,"comedy,romance"
705,Dead Man Walking,drama
706,Coming Home,"drama,war"
707,Remember the Titans,drama
708,Platoon,"drama,war"
709,Grumpier Old Men,"comedy,romance"
710,Trading Places,comedy
711,Absolute Power,"mystery,thriller"
712,Rosewood,drama
713,Seven Years in Tibet,"drama,war"
714,Smilla's Sense of Snow,"action,drama,thriller"
715,Sister Act,"comedy,crime"
716,"League of Their Own, A","comedy,drama"
717,Patriot Games,"action,thriller"
718,White Men Can't Jump,comedy
719,Paulie,"adventure,children's,comedy"
720,Forever Young,"adventure,romance,sci-fi"
721,Primary Colors,drama
722,Addams Family Values,comedy
723,Bulworth,comedy
724,Outbreak,"action,drama,thriller"
725,Tampopo,comedy
726,Harriet the Spy,"children's,comedy"
727,My Cousin Vinny,comedy
728,Volcano,"drama,thriller"
729,Con Air,"action,adventure,thriller"
730,Waking Ned Devine,comedy
731,Men in Black,"action,adventure,comedy,sci-fi"
732,Earthquake,action
733,Defending Your Life,"comedy,romance"
734,Lethal Weapon 4,"action,comedy,crime,drama"
735,Madeline,"children's,comedy"
