item_id,title,genre,rating
27,The Iron King (The Accursed Kings) (Book 1),histor|fiction|fantasi|polit|drama|mediev|fiction|epic|fantasi,4.0
28,Silverthorn,fantasi|adventur|romanc|magic|epic,5.0
29,Revenant,horror|mysteri|thriller|supernatur|suspens,4.0
30,"The Day I Lost You: A heartfelt, emotion-packed, twist-filled read",genr|fiction|women'|fiction|famili|life|psycholog|fiction|contemporari|romanc,3.0
31,The Lost Landscape,biographi|memoir|autobiographi|non|fiction|literatur,5.0
32,Sacred Symbols (Colouring Books for the Soul),art|color|book|spiritu|inspir|adult|color,5.0
33,The Woman Next Door: An absolutely gripping psychological thriller with dark and jaw-dropping twists,mysteri|psycholog|thriller|suspens|dark|thriller,4.0
34,The Coffinmaker's Garden,mysteri|thriller|suspens|horror|crime,3.0
35,Sometimes I Kill,mysteri|thriller|suspens|psycholog|crime,3.0
36,The Princess Rules,fiction|fantasi|adventur|young|adult|romanc,5.0
37,"Sleep Tight: from the Sunday Times bestseller comes a gripping new thriller, the debut in a new crime series with a twist (Rose Gifford series) (Book 1)",mysteri|thriller|crime|suspens|psycholog|thriller,4.0
38,"I Hate Men: More than a banned book, the must-read on feminism, sexism and the patriarchy for every woman",non|fiction|femin|gender|studi|social|issu|polit,4.0
39,The Guilty Husband: An utterly gripping psychological thriller with a jaw-dropping twist!,mysteri|psycholog|thriller|suspens|psycholog|fiction|crime,4.0
40,Thomas Edison: Young Inventor (Childhood of Famous Americans),biographi|histor|fiction|children'|literatur|non|fiction|educ,5.0
41,Henry Ford: Young Man With Ideas (Childhood of Famous Americans),biographi|histor|non|fiction|children'|literatur|educ,5.0
42,Betsy Ross: Designer of Our Flag (Childhood of Famous Americans),biographi|histor|fiction|children'|literatur|american|histori|patriot,5.0
43,The City of Gold and Lead,scienc|fiction|young|adult|dystopian|adventur|fiction,4.0
44,"Over Sea, Under Stone",fantasi|adventur|mysteri|young|adult|action,5.0
45,Rosie's Walk,children'|pictur|book|adventur|humor|anim|stori,5.0
46,The Best American Poetry 1994,poetri|antholog|american|literatur|contemporari|poetri|literari|collect,5.0
47,Little Beaver's gift (Spotlight books),children'|pictur|book|fiction|anim|friendship,4.0
48,Maya's mural (McGraw-Hill reading),children'|fiction|art|cultur|educ,4.0
49,"Scarlett, Rhett, and a cast of thousands: The filming of Gone with the Wind",movi|entertain|humor|film|histori|behind|the|scene,4.0
50,Ambitions,fiction|drama|romanc|histor|contemporari,2.0
51,Great Sausage Recipes and Meat Curing,non|fiction|cook|food|wine|culinari|refer,4.0
52,Dear Zoo (Dear Zoo & Friends),pictur|book|board|book|interact|book|anim|fiction|lift|the|flap|book,5.0
53,The Acorn's Story,children'|fiction|pictur|book|natur|adventur|friendship,3.0
54,BED BOUNCERS.,comedi|romanc|fiction|contemporari|humor,3.0
55,In My Garden A Child's Gardening Book,children'|garden|educ|natur|activ,4.0
56,Hatchet,adventur|surviv|young|adult|fiction|action,2.0
57,The Rooster Crows : A Book of American Rhymes and Jingles,children'|poetri|folklor|humor|american|literatur,4.0
58,The SELTZER MAN,fiction|mysteri|adventur|humor|fantasi,4.0
59,Big Pumpkin,fantasi|halloween|children'|humor|fiction,4.0
60,The Official Scrabble Word-Finder,refer|word|game|puzzl|entertain|humor,5.0
61,Betty Crocker Best Bread Machine Cookbook: The Goodness of Homemade Bread the Easy Way (Betty Crocker Cooking),cookbook|food|wine|bake|homemad|easi|cook,5.0
62,The Complete Idiot's Guide to Chess (2nd Edition),non|fiction|refer|chess|strategi|entertain,4.0
63,"The Edwardian Lady: The Story of Edith Holden, Author of the Country Diary of an Edwardian Lady",biographi|memoir|histor|fiction|natur|art,5.0
64,Amazonia,adventur|thriller|suspens|jungl|explor,5.0
65,Lemony Snicket: The Unauthorized Autobiography,biographi|mysteri|comedi|fiction|adventur,5.0
66,Angels,fiction|romanc|fantasi|drama|supernatur,4.0
67,Depression Fallout: The Impact of Depression on Couples and What You Can Do to Preserve the Bond,non|fiction|psycholog|health|mental|health|marriag,4.0
68,Let Us Eat Cake: Adventures in Food and Friendship,non|fiction|memoir|cook|friendship|lifestyl,5.0
69,Summer of the War,fiction|histor|fiction|war|come|of|age|young|adult,5.0
70,Founding Mothers: The Women Who Raised Our Nation,non|fiction|histori|women'|studi|american|histori|polit|govern,2.0
71,Gingerbread Mouse: A Christmas Holiday Book for Kids,holiday|christma|children'|anim|fiction,5.0
72,Bringing Yoga to Life: The Everyday Practice of Enlightened Living,non|fiction|self|help|spiritu|well|mind,2.0
73,I'm Mighty! (Kate and Jim Mcmullan),children'|adventur|transport|pictur|book|humor,4.0
74,I'm Dirty! (Kate and Jim Mcmullan),children'|pictur|book|humor|adventur|transport,4.0
75,Big Max and the Mystery of the Missing Giraffe (I Can Read Book 2),children'|mysteri|adventur|humor|detect|anim|fiction,5.0
76,Still Cove Journal,mysteri|suspens|thriller|fiction|drama,5.0
77,Fisher's Hornpipe,fiction|histor|fiction|mysteri|adventur|romanc,5.0
78,Why Do Dogs Have Wet Noses?: And Other Inponderables of Everyday Life,humor|entertain|puzzl|game|trivia,4.0
79,Death and Judgment,mysteri|thriller|suspens|crime|detect,5.0
80,From Emeril's Kitchens: Favorite Recipes from Emeril's Restaurants,cookbook|food|wine|main|cours|side|dish,5.0
81,"Prescriptions for Living: Inspirational Lessons for a Joyful, Loving Life",non|fiction|self|help|inspir|spiritu|devot,4.0
82,My Kitchen in Spain: 225 Authentic Regional Recipes,non|fiction|cook|spanish|cuisin|region|cook|intern|cuisin,5.0
83,"Legendary Brides: From the Most Romantic Weddings Ever, Inspired Ideas for Today's Brides",non|fiction|wed|plan|inspir|lifestyl|romanc,4.0
84,Writing the Romantic Comedy: The Art and Craft of Writing Screenplays That Sell,non|fiction|write|screenwrit|comedi|romanc,5.0
85,American Pie: Slices of Life (and Pie) from America's Back Roads,biographi|memoir|travel|food|drink|humor,5.0
86,"Extra Virgin: A Young Woman Discovers the Italian Riviera, Where Every Month Is Enchanted",travel|memoir|non|fiction|adventur|food|drink,5.0
87,The Bronze Horseman: A Novel,histor|fiction|romanc|war|drama|histor|romanc,4.0
88,The Bride's Kimono,fiction|romanc|histor|cultur|women'|fiction,4.0
89,Bronzeville Boys and Girls,children'|fiction|cultur|short|stori|african|american,5.0
90,Goodnight Moon,fiction|bedtim|stori|pictur|book|classic|rhyme,5.0
91,All the Places to Love,children'|famili|natur|love|come|of|age,5.0
92,Jamberry,fiction|pictur|book|adventur|rhyme|fantasi,5.0
93,The Story of May,children'|fiction|famili|adventur|friendship|come|of|age,5.0
94,Big World and the Little House,children'|adventur|fantasi|friendship|come|of|age,5.0
95,Uncle Elephant,fiction|humor|adventur|famili|fantasi,5.0
96,If You Give a Mouse a Cookie,children'|pictur|book|humor|fiction|fantasi,4.5
97,Falling Up,children'|poetri|humor|fantasi|adventur,5.0
98,Nutshell Library: Alligators all around / Chicken Soup With Rice / One was Johnny / Pierre,children'|poetri|humor|pictur|book|box|set,5.0
99,The Giving Tree,fiction|fantasi|inspir|famili|friendship,4.2
100,A Light in the Attic,children'|poetri|humor|fantasi|short|stori,4.5
101,All Things Bright and Beautiful,children'|fiction|literatur|anim|inspir,5.0
102,If You Give a Pig a Pancake,children'|fiction|humor|pictur|book|earli|reader|anim|stori,4.666666666666667
103,The Amelia Bedelia Treasury: Three Books by Peggy Parish (An I Can Read Book),children'|humor|fiction|educ|classic,5.0
104,Let Me Hear You Whisper: A Play,drama|mysteri|thriller|fantasi|scienc|fiction,5.0
105,Zoe Rising,fiction|fantasi|adventur|scienc|fiction|young|adult,4.0
106,"Grandfather's Dance (Sarah, Plain and Tall)",fiction|histor|fiction|famili|romanc|drama,5.0
107,A Harry the Dirty Dog Treasury: Three Stories,children'|pictur|book|fiction|anim|humor,5.0
108,If You Give a Cat a Cupcake (If You Give... Books),children'|pictur|book|fiction|humor|anim|stori,4.4
109,Cinderellis and the Glass Hill (Princess Tales),fantasi|fairi|tale|adventur|magic|romanc,3.0
110,The Squeaky Door,children'|fiction|mysteri|adventur|humor|fantasi,4.0
111,Higglety Pigglety Pop!: Or There Must Be More to Life,children'|fantasi|adventur|humor|pictur|book,5.0
112,"The Vile Village (A Series of Unfortunate Events, Book 7) (A Series of Unfortunate Events, 7)",fiction|mysteri|adventur|dark|comedi|tragedi,5.0
113,How to Make a Night,children'|fiction|come|of|age|famili|adventur,5.0
114,Flowers in the Sky,fiction|young|adult|come|of|age|romanc|contemporari,4.0
115,"The Trouble Begins: A Box of Unfortunate Events, Books 1-3 (The Bad Beginning; The Reptile Room; The Wide Window)",fiction|mysteri|adventur|humor|dark|comedi,4.5
116,I Stink!,children'|fiction|pictur|book|humor|educ|transport,4.5
117,The Paris Apartment: Romantic Decor on a Flea Market Budget,non|fiction|home|decor|diy|interior|design|budget|friendli,3.0
118,Stupid White Men ...And Other Sorry Excuses for the State of the Nation!,non|fiction|satir|polit|satir|social|commentari|humor,5.0
119,The Family: A Novel,literari|fiction|famili|drama|domest|fiction|contemporari|fiction|psycholog|fiction,3.0
120,I Love You All Day Long,fiction|pictur|book|famili|love|friendship,4.0
121,Pain Killers: A Novel,fiction|satir|humor|dark|comedi|psycholog|thriller,5.0
122,My Weird School #1: Miss Daisy Is Crazy!,fiction|humor|school|friendship|adventur,5.0
123,"Molly Moon's Incredible Book of Hypnotism (Molly Moon, 1)",fantasi|adventur|mysteri|young|adult|fiction,4.0
124,Anansi Boys,fantasi|mytholog|humor|adventur|fiction,5.0
125,Coyotes All Around (MathStart 2),children'|educ|pictur|book|math|fiction,5.0
126,Sushi for Beginners: A Novel,fiction|romanc|chick|lit|women'|fiction|humor,3.0
127,The Proper Care and Feeding of Husbands,non|fiction|marriag|psycholog|commun|famili,4.0
128,The Power of Babel: A Natural History of Language,non|fiction|linguist|histori|scienc|refer,4.0
129,Jim Ugly,mysteri|adventur|western|friendship|humor,4.0
130,Cooking for Two: 120 Recipes for Every Day and Those Special Nights,cookbook|food|wine|cook|method,5.0
131,"Big Boned (Heather Wells Mysteries, 3)",mysteri|chick|lit|humor|romanc|cozi|mysteri,4.0
132,"Into the Wild (Warriors, Book 1)",adventur|fantasi|young|adult|fiction|anim|fiction,4.0
133,"The Accidental Florist (Jane Jeffry Mysteries, No. 16)",mysteri|cozi|mysteri|woman|sleuth|amateur|sleuth|humor|mysteri,2.0
134,101 Poems to Get You Through the Day (and Night),poetri|inspir|antholog|self|help|motiv,2.0
135,I Want a Hippopotamus for Christmas,fiction|holiday|humor|pictur|book|fantasi,5.0
136,The Secret Symbols of the Dollar Bill: A Closer Look at the Hidden Magic and Meaning of the Money You Use Every Day,non|fiction|histori|esoter|symbol|financ,3.0
137,The Graveyard Book,fiction|fantasi|mysteri|horror|young|adult,5.0
138,Mighty Maddie (MathStart 1),children'|educ|pictur|book|fiction|math,5.0
139,The Gingerbread Rabbit,fiction|fantasi|adventur|pictur|book|humor,4.5
140,Olive's Ocean: A Newbery Honor Award Winner,fiction|come|of|age|contemporari|young|adult|realist|fiction,4.0
141,Looking for Bobowicz,mysteri|adventur|humor|friendship|famili,4.0
142,It's Christmas!: A Christmas Holiday Book for Kids (I Can Read Level 3),holiday|children'|fiction|christma|read,4.0
143,My Parents Think I'm Sleeping (I Can Read Level 3),children'|fiction|poetri|humor|famili|life|bedtim|dream,5.0
144,Fancy Nancy,children'|pictur|book|fiction|humor|educ,4.333333333333333
145,"Savory Baking from the Mediterranean: Focaccias, Flatbreads, Rusks, Tarts, and Other Breads",cook|bake|mediterranean|region|intern,5.0
146,The Water Dancers: A Novel,fiction|histor|fiction|african|american|literatur|famili|saga|magic|realism,4.0
147,Friend of the Devil (Inspector Banks Novels),mysteri|thriller|suspens|crime|detect,4.0
148,Among the Bohemians: Experiments in Living 1900-1939,biographi|memoir|art|literatur|histori,5.0
149,Holy Fools: A Novel,literatur|fiction|genr|fiction|histor|fiction|religi|fiction|drama,5.0
150,Before the Change: Taking Charge of Your Perimenopause,non|fiction|self|help|medic|well|menopaus,4.0
151,The Last Odd Day: A Novel,fiction|mysteri|thriller|suspens|drama,3.0
152,Savannah Breeze,fiction|mysteri|romanc|southern|women'|fiction,4.0
153,"Eels: An Exploration, from New Zealand to the Sargasso, of the World's Most Mysterious Fish",non|fiction|natur|marin|biolog|explor|zoolog,5.0
154,It Had to Be You,romanc|contemporari|chick|lit|romant|comedi|humor,2.0
155,"The Good, the Bad, and the Undead",fantasi|urban|fantasi|paranorm|supernatur|horror,5.0
156,"Men Are from Mars, Women Are from Venus: The Classic Guide to Understanding the Opposite Sex",non|fiction|psycholog|relationship|gender|studi|self|help,4.0
157,The Berenstain Bears' Winter Wonderland: A Winter and Holiday Book for Kids,children'|holiday|winter|anim|famili,4.0
158,Love Monkey: A Novel,fiction|romanc|humor|contemporari|drama,4.0
159,Time For Kids: Henry Ford (Time For Kids Biographies),children'|biographi|non|fiction|histori|educ,5.0
160,"Physik (Septimus Heap, Book 3)",fantasi|adventur|magic|young|adult|middl|grade,5.0
161,Sandstorm (Sigma Force),action|adventur|thriller|mysteri|scienc|fiction,5.0
162,Cookies: Bite-Size Life Lessons,children'|educ|pictur|book|inspir|life|lesson,4.333333333333333
163,The Frog and Toad Collection Box Set: Includes 3 Favorite Frog and Toad Stories! (I Can Read Level 2),children'|fiction|friendship|earli|reader|anim,5.0
164,"The Black Dahlia Files: The Mob, the Mogul, and the Murder That Transfixed Los Angeles",true|crime|biographi|memoir|mysteri|histori|thriller,4.0
165,Bones: A James Beard Award Winner,non|fiction|culinari|cookbook|food|wine|cook,5.0
166,The Giving Tree with CD,children'|fiction|pictur|book|classic|inspir,5.0
167,The Day I Swapped My Dad for Two Goldfish,fiction|humor|fantasi|adventur|famili,4.0
168,Kitten's First Full Moon,children'|pictur|book|fiction|anim|adventur,4.25
169,"The Hunter (Crossfire Series, Book 2)",mysteri|thriller|suspens|action|romanc,5.0
170,Cold Pursuit,mysteri|thriller|suspens|crime|action,5.0
171,Cheaper by the Dozen,biographi|memoir|histor|famili|humor,5.0
172,"Crooked Letter, Crooked Letter: A Novel",fiction|mysteri|thriller|southern|crime,4.5
173,Persuading Annie,fiction|romanc|contemporari|humor|chick|lit,3.0
174,Naughty Neighbor,mysteri|thriller|suspens|romanc|erotica,5.0
175,Celebration of Discipline: The path to Spiritual Growth,spiritu|self|help|religion|inspir|non|fiction,5.0
176,"Jesus in America: Personal Savior, Cultural Hero, National Obsession",non|fiction|religion|sociolog|cultur|studi|american|histori,5.0
177,Miriam: A Novel,fiction|histor|fiction|women'|fiction|cultur|religi|inspir,5.0
178,The Screwtape Letters (The C.S. Lewis Signature Classics),fiction|fantasi|christian|satir|classic,4.333333333333333
179,Addiction & Grace,non|fiction|psycholog|self|help|religion|sociolog,5.0
180,The Reunion: A Novel,fiction|mysteri|thriller|suspens|drama,4.0
181,Oblivion: A Novel,mysteri|thriller|suspens|fiction|psycholog|thriller,5.0
182,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything - by Steven D. Levitt & Stephen J. Dubner,non|fiction|econom|sociolog|data|analysi|behavior|econom,4.0
183,Fairest,fiction|fantasi|young|adult|fairi|tale|come|of|age,4.0
184,Astonishing Splashes of Colour,literari|fiction|psycholog|fiction|women'|fiction|famili|drama|contemporari|fiction,4.0
185,Lost Lake,mysteri|suspens|thriller|fiction|drama,3.0
186,"The Lust Lizard of Melancholy Cove (Pine Cove Series, 2)",fiction|humor|mysteri|fantasi|satir,5.0
187,"Big Book of Outdoor Cooking and Entertaining, The",cookbook|food|wine|outdoor|cook|entertain|lifestyl,5.0
188,The Night Before Christmas Board Book: A Christmas Holiday Book for Kids,children'|holiday|christma|board|book|activ|craft,4.0
189,Death at La Fenice: A Commissario Guido Brunetti Mystery,mysteri|thriller|suspens|detect|crime,4.0
190,A Merry Little Christmas: Celebrate from A to Z,holiday|alphabet|pictur|book|christma|anim,5.0
191,Devil's Corner,mysteri|suspens|crime|fiction|psycholog|thriller,4.5
192,Dirty Blonde,mysteri|thriller|suspens|crime|detect,3.6666666666666665
193,"The Age of Reagan: A History, 1974-2008",non|fiction|polit|biographi|cultur|social,3.0
194,SuperHero ABC,children'|pictur|book|alphabet|superhero|activ,5.0
195,My Weird School #5: Miss Small Is off the Wall!,fiction|humor|school|friendship|adventur,5.0
196,"Damage Control (Joanna Brady Mysteries, Book 13)",mysteri|thriller|suspens,3.0
197,Across the Wall: A Tale of the Abhorsen and Other Stories,fantasi|young|adult|scienc|fiction|short|stori|adventur,4.5
198,Confessions of a Wall Street Analyst,non|fiction|busi|financ|autobiographi|career,5.0
199,Beauty: A Retelling of the Story of Beauty and the Beast,fantasi|young|adult|romanc|fairi|tale|retel,5.0
200,One Crazy Summer,fiction|histor|fiction|famili|come|of|age|african|american|literatur,4.666666666666667
201,What Christians Believe,non|fiction|religion|spiritu|inspir|theolog,5.0
202,YOU: The Owner's Manual,non|fiction|self|help|health|well|nutrit,4.75
203,Long for This World: The Strange Science of Immortality,non|fiction|scienc|health|age|philosophi,4.0
204,What is Your Life's Work?: Answer the BIG Question About What Really Matters...and Reawaken the Passion for What You Do,non|fiction|self|help|career|develop|person|growth|motiv,5.0
205,Bella at Midnight,fantasi|young|adult|fairi|tale|adventur|romanc,5.0
206,Pinkalicious,children'|pictur|book|fantasi|humor|adventur,2.5
207,The Final Solution: A Story of Detection (P.S.),mysteri|histor|fiction|crime|thriller|detect,4.5
208,Snip Snap!: What's That?,children'|fiction|pictur|book|adventur|humor|mysteri,4.5
209,Grandpa's Little One,children'|fiction|famili|grandpar|love|relationship|come|of|age,2.0
210,Lunch Lessons: Changing the Way We Feed Our Children,non|fiction|parent|famili|nutrit|cook|educ,4.0
211,The Way It's Never Been Done Before: My Friendship with Marlon Brando,biographi|memoir|celebr|friendship|act,5.0
212,Mourn Not Your Dead (Duncan Kincaid/Gemma James Novels),mysteri|thriller|suspens|crime|detect,5.0
213,The Space Between Us,fiction|romanc|scienc|fiction|drama|contemporari,4.0
214,A Kiss Before Dawn,romanc|mysteri|thriller|suspens|contemporari,5.0
215,Z Is for Moose,children'|humor|pictur|book|alphabet|book|friendship,4.8
216,Documents in the Case,mysteri|suspens|legal|thriller|psycholog|thriller|crime,4.0
217,Marley & Me: Life and Love with the World's Worst Dog,non|fiction|memoir|humor|biographi|anim,5.0
218,Marley & Me: Life and Love with the World's Worst Dog,non|fiction|memoir|humor|biographi|anim,5.0
219,"The Shop on Blossom Street (Blossom Street, No. 1)",fiction|romanc|women'|fiction|contemporari|seri,4.0
220,Miss Lazar Is Bizarre! (My Weird School #9),humor|school|fiction|chapter|book|seri,4.0
221,Last Call: A Novel of Suspense,mysteri|thriller|suspens|fiction|crime,3.0
222,Splat the Cat,fiction|humor|pictur|book|anim|friendship,5.0
223,The Beet Queen: A Novel,literari|fiction|histor|fiction|famili|saga|come|of|age|contemporari|fiction,4.0
224,Little Critter: Just Saving My Money (My First I Can Read),children'|fiction|educ|humor|pictur|book,5.0
225,Little Critter: Just Helping My Dad (My First I Can Read),children'|famili|humor|pictur|book|earli|reader,5.0
226,The Bell Jar (Modern Classics),fiction|autobiograph|psycholog|come|of|age|classic,3.75
227,Fast Food Nation: The Dark Side of the All-American Meal,non|fiction|investig|journal|food|health|sociolog,5.0
228,Amelia Bedelia's Masterpiece (I Can Read Level 2),children'|humor|fiction|pictur|book|educ,5.0
229,Napoleon's Pyramids (Ethan Gage Adventures),action|adventur|histor|fiction|thriller|mysteri,4.0
230,Brave New World,scienc|fiction|dystopian|specul|fiction|satir|futurist,3.6666666666666665
231,"Darkwing (Silverwing, 1)",fantasi|adventur|mysteri|young|adult|fiction,5.0
232,Escape!: The Story of the Great Houdini,biographi|histori|adventur|mysteri|non|fiction,5.0
233,My Weird School #14: Miss Holly Is Too Jolly!: A Christmas Holiday Book for Kids,children'|fiction|holiday|humor|school|christma,5.0
234,Little Bear and the Marco Polo (I Can Read Level 1),children'|adventur|fiction|anim|educ,5.0
235,Wicked MP3 CD (Wicked Years),fiction|fantasi|histor|fiction|magic|realism|adventur,5.0
236,"Taking Charge of Your Fertility, 10th Anniversary Edition: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health",non|fiction|health|women'|health|parent|refer,5.0
237,News from Heaven: The Bakerton Stories,genr|fiction|famili|saga|histor|fiction|short|stori|contemporari|fiction,4.0
238,The Last Anniversary: A Novel,mysteri|famili|saga|contemporari|fiction|romanc|psycholog|thriller,2.3333333333333335
239,Waiting for Normal,fiction|young|adult|realist|fiction|famili|come|of|age,5.0
240,You Are Your Choices: 50 Ways to Live the Good Life,self|help|person|develop|motiv|inspir|lifestyl,5.0
241,PostSecret: Extraordinary Confessions from Ordinary Lives,non|fiction|art|self|help|psycholog|memoir,5.0
242,The Book of Bread (Perennial Library),non|fiction|cook|bake|food|drink|refer,5.0
243,Lord Peter : The Complete Lord Peter Wimsey Stories,mysteri|thriller|suspens|detect|crime,5.0
244,She Came Back,mysteri|thriller|suspens|fiction|psycholog|thriller,3.0
245,Sweet Hereafter: A Novel,literari|fiction|drama|mysteri|psycholog|fiction|tragedi,5.0
246,"Babycakes: A Novel (Tales of the City, 4)",fiction|lgbtq+|contemporari|humor|drama,5.0
247,Death Be Not Proud (Perennial Classics),non|fiction|memoir|biographi|medic|inspir,5.0
248,V. (Perennial Classics),fiction|mysteri|adventur|histor|satir,3.0
249,April 1865: The Month That Saved America,non|fiction|histor|militari|polit|biographi,5.0
250,Selected Poems (Perennial Classics),poetri|classic|antholog|literatur|fiction,5.0
251,To Kill a Mockingbird,literatur|fiction|mysteri|legal|come|of|age,4.0
252,How I Stayed Alive When My Brain Was Trying to Kill Me: One Person's Guide to Suicide Prevention,non|fiction|mental|health|self|help|memoir|psycholog,4.5
253,You'll See It When You Believe It: The Way to Your Personal Transformation,self|help|person|develop|motiv|spiritu|inspir,3.0
254,La Cucina: A Novel of Rapture,fiction|romanc|drama|cook|contemporari,2.0
255,Nine and Counting: The Women of the Senate,non|fiction|biographi|women'|studi|govern|polit,3.0
256,Freedom Just Around the Corner: A New American History: 1585-1828,non|fiction|histor|american|histori|coloni|america|polit|scienc,3.0
257,No Apparent Danger: The True Story of Volcanic Disaster at Galeras and Nevado Del Ruiz,histori|non|fiction|natur|disast|scienc|adventur,5.0
258,The Years with Ross (Perennial Classics),biographi|memoir|literatur|non|fiction|histori,5.0
259,The Big Book of TV Guide Crosswords #2,puzzl|entertain|humor|crossword|tv|guid,5.0
260,Pleasures: Women Write Erotica,erotica|antholog|women'|fiction|romanc|adult|fiction,5.0
261,We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam,histori|militari|war|non|fiction|biographi,5.0
262,The Lone Ranger and Tonto Fistfight in Heaven,fiction|nativ|american|literatur|short|stori|cultur|contemporari,5.0
263,Wicked: The Life and Times of the Wicked Witch of the West,fantasi|fiction|adventur|magic|dark|fantasi,3.0
264,The Exorcist,horror|thriller|mysteri|supernatur|psycholog,4.0
265,"The Body in the Transept (Dorothy Martin Mysteries, No. 1)",mysteri|cozi|mysteri|thriller|suspens|detect,4.0
266,Bonita Faye,fiction|suspens|crime|women'|fiction|humor,3.0
267,State of Fear,thriller|suspens|mysteri|adventur|action,4.0
268,Sourcery,fantasi|humor|adventur|magic|satir,4.0
269,"Running Scared (Rarities Unlimited, 2)",mysteri|suspens|thriller|crime|fiction,5.0
270,The Bride's Kimono,literatur|fiction|romanc|mysteri|histor,3.0
271,Have His Carcase,mysteri|thriller|suspens|detect|crime,4.0
272,Murder Must Advertise,mysteri|thriller|suspens|crime|detect,4.0
273,The Five Red Herrings,mysteri|crime|thriller|detect|suspens,3.0
274,"My Soul to Keep (African Immortals series, 1)",fantasi|horror|thriller|paranorm|urban|fantasi,5.0
275,The Awakening,romanc|drama|feminist|literatur|psycholog|fiction|classic,5.0
276,A Night Without Armor,poetri|romanc|music|art|non|fiction,4.5
277,The Runaway Bunny,fiction|fantasi|adventur|famili|pictur|book,4.75
278,Dear Lady (Coming to America #1),romanc|histor|fiction|drama|immigr,2.0
279,Their Eyes Were Watching God,fiction|classic|african|american|literatur|women'|fiction|histor|fiction,4.0
280,Field Guide to the Birds of North America,non|fiction|refer|field|guid|natur|scienc,5.0
281,The Bone Chamber (Sidney Fitzpatrick),action|adventur|mysteri|thriller|suspens,4.0
282,The Alchemist,fiction|fantasi|adventur|inspir|philosoph,5.0
283,Charlotte's Web: A Newbery Honor Award Winner,fiction|fantasi|classic|adventur|friendship,5.0
284,"The End of Medicine, How Silicon Valley (and Naked Mice) will Reboot your Doctor",non|fiction|technolog|health|scienc|medicin,4.0
285,The Princess and the Hound,fantasi|young|adult|romanc|adventur|fairi|tale|retel,4.0
286,"Dispatches from the Edge: A Memoir of War, Disasters, and Survival",memoir|war|disast|surviv|journal,4.0
287,Vince and Joy: A Novel,fiction|romanc|contemporari|humor|drama,5.0
288,This Little Piggy Went to Prada: Nursery Rhymes for the Blahnik Brigade,humor|entertain|fashion|nurseri|rhyme|satir,4.0
289,Our Solar System,non|fiction|astronomi|educ|pictur|book|refer,4.5
290,"The Awakening / The Struggle (Vampire Diaries, Books 1-2)",fantasi|young|adult|paranorm|romanc|supernatur,2.0
291,The Fury and Dark Reunion (The Vampire Diaries),fantasi|young|adult|paranorm|romanc|horror,3.0
292,My Weird School Daze!: Books 1 to 4,fiction|humor|school|friendship|adventur,5.0
