user_id,item_id_list,rating_list,name,gender,age
65,"[14300, 29200, 3959, 27475, 18338, 3827, 42354, 8740, 28528, 44571, 28184, 34263, 36875, 18099, 28755, 32607, 34262, 44341, 40485, 33364, 34270, 33365, 36166, 39659, 39720, 43997, 23926, 4350, 40080, 44812, 7154, 20124, 43613, 28141, 44237, 26248, 33135, 18306, 39182, 20615, 12425, 33368, 18757, 41242, 28150, 21576, 39181, 3500, 39857, 3503, 41108, 30520, 8756, 40404, 42250, 27330, 2323, 42210, 3507, 33160, 22376, 22000, 3501, 21540, 8357]","[5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Maria,Female,37
66,"[46312, 46384, 45809, 46452, 45967, 46140, 46296, 43196, 47201, 45257, 47142, 44623, 47400, 47481, 46744, 46138, 44763, 46970, 46877, 46079, 44305, 45723, 43702, 43289, 43927, 44069, 43488, 43783, 44147, 45067, 46214, 46754, 45216, 44979, 25499, 46335, 45789, 46963, 44548, 46255, 43709, 46843, 46888, 47237, 46889, 46019, 47797, 47844, 47987, 47992, 48020, 48029, 47052, 47873, 48072, 47339, 48175, 45652, 44152, 47832, 47670, 46734, 46589, 47474, 43961, 47792, 46688, 47658, 47660, 47659, 47216, 47646, 46604, 47450, 46287, 47231, 45470, 47345, 46984, 47842, 47751, 47841, 46379, 46905]","[5, 4, 5, 4, 2, 5, 4, 4, 3, 3, 4, 4, 4, 5, 1, 5, 5, 5, 2, 4, 4, 4, 5, 5, 5, 3, 4, 4, 4, 4, 5, 3, 3, 4, 3, 5, 4, 5, 4, 5, 2, 5, 5, 4, 2, 3, 4, 5, 4, 4, 4, 4, 4, 5, 2, 5, 5, 5, 4, 4, 5, 4, 3, 4, 3, 5, 5, 5, 5, 5, 3, 4, 5, 3, 5, 4, 4, 3, 4, 5, 4, 5, 4, 5]",Karen,Female,51
67,"[43267, 1119, 5318, 14014, 4172, 14890, 21566, 14757, 8756, 14879, 46627, 42946, 42692, 7279, 14108, 19585, 46372, 42948, 1485, 354, 43538, 5534, 26773, 8374, 25465, 28315, 1047, 4185, 28314, 661, 14561, 2294, 28691, 43344, 2868, 42825, 8301, 5403, 11767, 8740, 9754, 257, 12395, 8746, 13911, 4085, 35929, 1171, 34661, 19891, 28651, 226, 14543, 8741, 3380, 8573, 34821, 2312, 27250, 10032, 8357, 26804, 351, 8306, 14771, 8314, 8364, 46094, 202, 35215, 14793, 1221]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 4, 4, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 4, 5, 3, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Emily,Female,38
68,"[45227, 45472, 23021, 15136, 31165, 45613, 30809, 45418, 45301, 45529, 45251, 29584, 41176, 45302, 45367, 23017, 31139, 30799, 45095, 31404, 45096, 14708, 45327, 22942, 45097, 45289, 45278, 45191, 40942, 23049, 45379, 44842, 45442, 29629, 45303, 45481, 31119, 12319, 45272, 31402, 45665, 46096, 30620, 45198, 31120, 45273, 12347, 46075, 45898, 22979, 44941, 31124, 45332, 45149, 45260, 45873, 31578, 45702, 24253, 45123, 41178, 41175, 31909, 45320, 45446, 44253, 46054, 46367, 45606, 46014, 45984, 45259, 43240, 44866, 44698, 45969, 45103, 45323, 46280, 9027, 46260, 46352, 46132, 46102, 30621]","[5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 4, 5, 5, 5, 5, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Sarah,Female,54
69,"[23350, 6445, 41352, 14597, 6864, 37735, 37736, 46211, 9808, 31380, 36614, 33347, 17352, 3027, 5243, 6451, 15942, 41381, 17408, 37738, 45768, 46169, 37737, 37748, 37739, 37742, 37741, 37733, 37744, 37746, 1541, 37740, 47212, 37734, 38882, 38672, 46381, 45722, 47836, 14034, 45950]","[5, 5, 5, 5, 5, 4, 3, 4, 4, 5, 2, 4, 4, 1, 3, 5, 3, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Jane,Female,31
70,"[11907, 28955, 10789, 24139, 21856, 10377, 5816, 2066, 21711, 38781, 3875, 41910, 10791, 29610, 21911, 14210, 32215, 3756, 5754, 31786, 18955, 19318, 8961, 5536, 32376, 28925, 44741, 19713, 36969, 6234, 9430, 21702, 9463, 30359, 6353, 9424, 29623, 28998, 7874, 11509, 6381, 32824, 438, 20495, 32326, 41582, 29503, 24058, 16155, 45406, 39412, 497, 6309, 40900, 33599, 8584, 28940, 5033, 28209, 8957, 28927, 34859, 29009, 7889, 41854, 24138, 28966, 29527, 1646, 37269, 45128, 29007, 22406, 7646, 24392, 5373, 6843, 1654, 11992, 5918, 30221, 29421, 36347, 10135, 11497, 34865, 17941, 1663, 12002, 8704, 36506]","[4, 5, 5, 5, 5, 5, 4, 5, 4, 4, 5, 5, 4, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 3, 4, 5, 5, 5, 5, 5, 5, 4, 5, 3, 5, 5, 4, 5, 5, 4, 4, 5, 4, 5, 4, 5, 4, 2, 4, 4, 4, 5, 3, 5, 5, 5, 4, 4, 4, 4, 5, 4, 5, 4, 5, 4, 4, 5, 5, 5, 4, 4, 5, 5, 5, 4, 5, 5, 4, 4, 3, 3, 5, 4, 5, 5, 4, 5, 5, 4, 3]",Sarah,Female,47
71,"[43241, 46817, 8195, 45353, 48319, 13587, 48925, 48582, 29469, 44974, 46678, 24658, 36260, 10901, 39443, 15693, 36250, 32320, 3775, 3773, 11889, 15695, 15109, 48181, 4309, 48009, 46103, 8140, 2449, 45854, 43871, 45551, 44351, 45520, 44661, 45596, 45369, 46190, 48460, 42145, 46246, 45579, 3510, 3849, 46491, 2465, 47770, 46241, 48425, 3763, 34775]","[3, 3, 3, 4, 3, 4, 4, 4, 2, 5, 2, 4, 5, 3, 5, 3, 5, 3, 3, 2, 4, 3, 4, 3, 2, 3, 5, 3, 4, 4, 4, 1, 5, 2, 4, 4, 3, 4, 4, 5, 4, 2, 2, 3, 3, 4, 5, 4, 4, 3, 5]",Jennifer,Female,45
72,"[21547, 1930, 42866, 22101, 44815, 22643, 29376, 3998, 18334, 20806, 42772, 20936, 22905, 32869, 16740, 19024, 13028, 23019, 15494, 20862, 4550, 22548, 40774, 17578, 3471, 43727, 11348, 35415, 44052, 21906, 41926, 22059, 13755, 34013, 41536, 29112, 24939, 21290, 42979, 19339, 26267, 34501, 32978, 21541, 35672, 22956, 30091, 11349, 31558, 17191, 42516, 21738, 13762, 19794, 42512, 7476, 22264, 22230, 21930, 12940, 22212, 22324, 36644, 42518, 32867, 20896, 32699, 21441, 21249, 4683, 21874, 14518, 35319, 8273, 22383, 33527, 8474, 33683, 15888, 36956, 17898, 28561, 35110, 21959, 21960, 35399, 40714, 7503, 30547, 28188, 21302, 42591, 37472, 20900, 15501, 22848, 23226, 37882, 46090, 30527, 20899]","[5, 3, 5, 4, 5, 5, 2, 3, 5, 2, 5, 5, 3, 5, 5, 5, 1, 5, 2, 3, 2, 3, 4, 3, 4, 5, 3, 4, 5, 1, 5, 5, 5, 5, 5, 1, 5, 5, 5, 3, 5, 5, 1, 2, 5, 4, 5, 3, 1, 1, 5, 5, 1, 5, 5, 2, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 1, 5, 5, 5, 5, 1, 5, 5, 5, 5, 4, 5, 2, 5, 5, 5, 3, 1, 5, 5, 4, 2, 4, 2, 5, 4]",Sarah,female,33
73,"[7490, 16374, 3277, 2821, 15830, 33705, 14742, 21924, 22304, 18478, 19811, 39300, 21305, 22173, 11628, 8387, 14532, 48451, 2816, 15249, 14853, 33963, 32668, 39803, 39680, 9589, 32625, 39299, 45051, 45916, 33596, 21591, 8748, 27221, 2323, 15881, 14935, 33011, 33010, 17300, 3453, 22182, 14909, 8389, 22181, 22161, 17318, 2340, 18590, 3367, 18600, 2824, 15235, 14624, 207, 2280, 103, 2333, 2330, 2331, 35967, 35333, 8268, 5926, 11790, 18800, 8765]","[5, 5, 5, 4, 2, 2, 5, 3, 4, 3, 3, 5, 4, 3, 5, 4, 5, 3, 4, 5, 5, 4, 5, 3, 4, 5, 5, 4, 3, 5, 4, 3, 5, 4, 5, 4, 5, 5, 4, 4, 5, 5, 5, 3, 5, 5, 4, 5, 4, 4, 5, 4, 3, 5, 5, 4, 3, 5, 5, 3, 2, 2, 2, 5, 3, 5, 4]",Margaret,Female,61
74,"[47742, 24442, 47662, 32334, 30633, 46509, 47151, 24115, 31708, 24519, 18283, 24714, 47492, 32359, 48187, 38061, 27044, 48640, 25222, 8719, 41144, 41882, 47803, 41978, 27049, 47348, 47927, 19239, 16332, 32355, 48581, 24506, 41857, 24443, 24543, 24498, 29551, 24527, 30458, 30665, 24432, 30680, 30662, 17970, 32203, 8723, 30666, 24712, 29467, 27037, 31095, 30644, 24574, 24431, 30474, 2009, 25256, 31832, 30967, 18273, 30677, 38884, 24456, 42078]","[4, 5, 4, 4, 4, 3, 4, 4, 5, 3, 4, 4, 4, 4, 4, 5, 5, 5, 4, 5, 4, 4, 4, 4, 4, 5, 4, 2, 5, 3, 4, 5, 4, 5, 4, 4, 4, 3, 4, 5, 5, 3, 4, 3, 3, 3, 3, 4, 5, 5, 3, 5, 2, 4, 4, 4, 4, 4, 4, 4, 3, 5, 4, 4]",Sarah,Female,42
75,"[36078, 33940, 27473, 12721, 11573, 27084, 41773, 18040, 45379, 26756, 11636, 13789, 9858, 46256, 38479, 42086, 28653, 3316, 28480, 1384, 3826, 29208, 39542, 3448, 21465, 44171, 13969, 38482, 37847, 32859, 31597, 32533, 28161, 41552, 44943, 27464, 32862, 27478, 33200, 19188, 16901, 42956, 5253, 28180, 42767, 40939, 16053, 3039, 16899, 17152, 21447, 17347, 11312, 18958, 35414, 4116, 21795, 27372, 4145, 26875, 34508, 20407, 29227, 6125, 39603, 6307, 5435, 30337, 23981, 23028, 7058, 4884, 34694, 21941, 21942, 22907, 33944, 14308, 7014, 40258, 26784]","[3, 5, 5, 5, 5, 5, 5, 5, 4, 1, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 3, 5, 5, 5, 5, 5, 3, 5, 3, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 2, 1, 5, 5, 1, 5, 5, 2, 5, 4, 5, 4, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5]",Emily,Female,29
76,"[47533, 44684, 46305, 47063, 48967, 46867, 47103, 47105, 48558, 48104, 47512, 49063, 43686, 47349, 46309, 48401, 47089, 46018, 48543, 43089, 46649, 48993, 47894, 43446, 43237, 43923, 46769, 48559, 43093, 48712, 47781, 47280, 47712, 46905, 46611, 45500, 47618, 44566, 45350, 43181, 46777, 47062, 46834, 47013, 45654, 47675, 44496, 47780, 47550, 42744, 43267, 46222, 47508, 47315, 47644, 47361, 46999, 47676, 47600, 42794, 46445, 48507, 46911, 45028, 42822, 43310, 46474, 46807, 46674, 45147, 46251, 48108, 46191, 44444, 43597, 42806, 42705, 46361, 48081, 43403, 47101, 46435, 45965, 45582, 46303, 46257, 48292, 48424, 47438, 45784, 45902, 48709, 48708, 47011, 47305, 46764, 46374, 45803, 44348, 43048, 47445, 44932, 45844, 48339, 44473, 43966, 48160, 42680, 48239, 48055, 45193, 47548, 43837, 48022, 48471, 48304]","[4, 4, 5, 5, 5, 4, 2, 4, 5, 4, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 4, 5, 4, 3, 5, 5, 4, 3, 4, 5, 4, 5, 5, 5, 5, 5, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 5, 5, 5, 4, 3, 3, 4, 4, 5, 5, 4, 5, 5, 4, 4, 5, 4, 4, 5, 4, 5, 4, 4, 5, 4, 4, 5, 5, 5, 3, 4, 5, 5, 5, 5, 4, 5, 4, 4, 4, 5, 5, 5, 4, 5, 4, 4, 1, 1, 4, 5, 5, 4, 4, 4, 3, 4, 4, 5, 5, 5, 5, 3, 5, 3, 5, 4]",Sarah,Female,48
77,"[3073, 38783, 33482, 11149, 17203, 31608, 11401, 23111, 31309, 14085, 38713, 41385, 23326, 38866, 23318, 39497, 21038, 11362, 39524, 41782, 36330, 30106, 41343, 48163, 33483, 38759, 38384, 38761, 3751, 36588, 12210, 11397, 33387, 48757, 48214, 22660, 48517, 40357, 48165, 15895, 30842, 41793, 37937, 23112, 38865, 35647, 23287, 11333, 32273, 41098, 31899, 41821, 32463, 37269, 31538, 14081, 11325, 11287, 38751, 38753, 40369, 31604, 11338, 41790, 38770, 32262, 27874, 32451, 23250, 32129, 11381, 31569, 15581, 31876, 32035, 35158, 31911, 11343, 41230, 41779, 32297, 32379, 31611, 32239, 41933, 32243, 18492, 23197]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 1, 1, 5, 5, 3, 4, 5, 5]",Emily,Female,25
78,"[2864, 31409, 31460, 31614, 41308, 8969, 37526, 3149, 27341, 46259, 29465, 31876, 37244, 33888, 37623, 23207, 11216, 42347, 11138, 11331, 30767, 23046, 11345, 15160, 34216, 28834, 22499, 17772, 15956, 41230, 41017, 21192, 23161, 11333, 27343, 23125, 46628, 37907, 39482, 48349, 47794, 38895, 38929, 31928, 11143, 37970, 21188, 3159, 11273, 41743, 32446, 32392, 16439, 31938, 42296, 32443, 23236, 28760, 27870, 15187, 27873, 28871, 34588]","[5, 2, 3, 3, 3, 4, 3, 4, 5, 5, 5, 3, 5, 5, 3, 4, 4, 5, 4, 5, 3, 4, 3, 3, 5, 5, 5, 4, 5, 1, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5, 3, 5, 5, 4, 2, 4, 5, 5, 3, 4, 3, 4, 5, 1, 2, 4, 4, 5, 5, 4, 4, 4, 4]",Sarah,Female,43
79,"[38829, 45651, 28965, 40400, 31483, 45666, 45661, 13517, 41102, 4984, 9417, 41048, 1840, 1272, 31417, 17932, 17929, 24797, 15949, 24324, 30958, 38932, 9195, 15951, 24338, 9541, 11514, 25282, 32128, 15138, 16517, 9498, 30357, 41212, 41036, 9445, 9383, 6777, 9391, 13668, 41253, 38071, 29568, 1591, 9491, 29717, 31475, 37732, 44041, 37776, 38858, 13518, 41393, 38560, 9552, 2025, 5046, 15962, 35145, 48600, 24280, 46129, 9492, 2114, 10621, 38737, 9497, 22836, 1645, 41035, 28964, 30844, 29498, 40955, 23044, 37248, 31307, 24015, 10620, 37525, 11145, 29135]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 5, 4, 5, 4, 5, 4, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 3, 4, 5, 4, 5, 5, 5, 4, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 3, 5]",Sarah,Female,37
80,"[40718, 40901, 12407, 34906, 18000, 22858, 22666, 22792, 22667, 43540, 22832, 7584, 42483, 9062, 15579, 42694, 17930, 40169, 9584, 20375, 21947, 33318, 29047, 22514, 28627, 4345, 34513, 20219, 22883, 17921, 5280, 6792, 40845, 7709, 6040, 25838, 27640, 11818, 35618, 10502, 45966, 18558, 18371, 1969, 8454, 29869, 25049, 18355, 34514, 298, 18035, 27659, 6250, 25541, 25840, 34657, 29055, 17503, 9302, 22861, 22612, 13490, 43482, 7162, 7197, 9697, 504, 20243, 35463, 960, 20325, 25441, 25282, 546, 16511, 42522, 5896, 663, 43951, 36579, 13218, 9420, 27656, 19546, 15017, 2869, 27636, 25468, 40863, 30318, 42869, 23174, 9714, 23093, 27661, 16213, 24914, 7669, 5602, 31702, 42974, 19596, 5576, 34493, 24913, 36965, 39105, 34658, 17295, 45486, 23449, 43087, 29876, 22807, 27151, 11185, 34296, 39661, 39172, 14980, 1721, 27658, 28012, 9619, 16454, 10039, 6320, 19572, 35094, 26706, 29083, 22784, 15792, 5563, 16520, 22908, 16645, 43126, 40079, 43224, 628, 29796, 20367, 44095, 10787, 13235, 47236, 26844, 29838, 16694, 32554, 12398, 38862, 22745, 43155, 17263, 9267, 43083, 4059, 18664, 17306, 9737, 28007, 22704, 28008, 3044, 22195, 22446, 12455, 41141, 28447, 35537, 40672, 486, 5363, 26859, 5468, 40741, 33758, 12418, 42711, 5383, 28014, 5013, 6276, 9765, 5477, 4340, 14034, 27660, 12456, 11700, 43535, 13499, 28537, 26125, 7142, 8823, 27891, 33588, 28015, 27635, 783, 15576, 22712, 22624, 34645, 22766, 27651, 15791, 27641, 42942, 27647, 18375, 5185, 27654, 27649, 27633, 36576, 22570, 14627, 37536, 12390, 30555, 26852, 15790, 13001, 39977, 9764, 26747, 723, 3340, 5307, 35920, 10196, 13121, 7559, 22610, 2966, 32812, 35377, 35385, 22646, 9683, 795, 46801, 15789, 20378, 42590, 765, 22634, 35381, 5901, 5367, 10518, 34056, 27299, 15788, 12034, 39978, 26848, 9598, 5267, 32275, 11788, 35703, 32794, 37537, 31, 32354, 20182, 12948, 32538, 14283, 30093, 10035, 33769, 31190, 26701, 5799, 27608, 39788, 46462, 9616, 17502, 15787, 27634, 27806, 9055, 26856, 11791, 26135, 22611, 9987, 5522, 46819, 7911, 19580, 7291, 7604, 5287]","[3, 4, 3, 4, 4, 5, 4, 2, 3, 4, 4, 5, 4, 4, 2, 4, 4, 4, 4, 3, 4, 4, 3, 5, 4, 4, 3, 5, 4, 4, 2, 5, 2, 5, 5, 5, 1, 4, 3, 5, 4, 4, 4, 5, 5, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 5, 3, 4, 4, 4, 5, 5, 5, 4, 4, 4, 3, 4, 4, 4, 4, 4, 5, 3, 3, 3, 5, 4, 4, 4, 5, 4, 5, 3, 4, 1, 3, 4, 2, 5, 3, 3, 5, 4, 4, 3, 3, 5, 3, 4, 3, 2, 5, 4, 3, 4, 5, 4, 5, 4, 4, 4, 4, 2, 4, 2, 3, 3, 3, 3, 2, 4, 3, 4, 3, 5, 5, 5, 4, 4, 4, 3, 4, 5, 5, 5, 4, 4, 4, 1, 5, 5, 4, 4, 3, 5, 3, 4, 5, 4, 4, 4, 4, 3, 4, 3, 5, 4, 4, 4, 4, 5, 5, 4, 3, 3, 3, 4, 4, 4, 2, 2, 4, 5, 5, 3, 2, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 3, 5, 5, 5, 4, 3, 3, 3, 4, 5, 2, 4, 4, 4, 2, 4, 4, 5, 4, 4, 2, 5, 4, 4, 3, 4, 5, 4, 4, 4, 5, 5, 4, 4, 4, 5, 4, 3, 4, 4, 4, 3, 4, 5, 3, 4, 3, 3, 2, 4, 3, 4, 4, 3, 4, 5, 4, 4, 4, 4, 3, 3, 3, 4, 5, 4, 3, 3, 3, 5, 3, 4, 4, 4, 5, 5, 5, 3, 4, 4, 2, 4, 4, 3, 2, 4, 5, 3, 4, 4, 2, 3, 4, 2, 5, 3, 3, 5, 1, 4, 5, 4, 4, 4, 4, 3, 5, 2, 2, 5, 4, 4, 3]",Emily,Female,22
81,"[19014, 19007, 30391, 3976, 45479, 26683, 19791, 28343, 10436, 17640, 8870, 20803, 17299, 28722, 42125, 19012, 11385, 9614, 22768, 27282, 20281, 18998, 45688, 10359, 29938, 25816, 4260, 31512, 3125, 42885, 10441, 29925, 39181, 12678, 36787, 27188, 28697, 146, 4735, 6131, 2918, 42520, 35732, 44324, 23000, 4920, 10838, 44208, 12450, 17324, 33467, 4423, 22945, 34599, 20112, 29934, 35717, 10039, 9418, 11269, 527, 39182, 19596]","[5, 5, 4, 4, 5, 5, 5, 5, 5, 4, 5, 4, 3, 5, 4, 5, 5, 5, 3, 3, 5, 5, 3, 5, 5, 5, 5, 5, 5, 4, 5, 3, 4, 5, 5, 4, 5, 4, 3, 4, 3, 3, 4, 3, 3, 4, 2, 3, 4, 5, 5, 2, 4, 4, 4, 4, 3, 5, 3, 4, 5, 4, 5]",Emily,Female,63
82,"[5856, 31023, 24608, 28585, 8975, 29634, 32346, 42025, 8183, 41030, 24970, 30510, 41911, 2187, 1892, 41805, 10930, 36213, 31613, 7937, 26929, 32534, 835, 13634, 163, 37900, 895, 38940, 19981, 21363, 41655, 24556, 37993, 21254, 41852, 18575, 3158, 42378, 38608, 21236, 11849, 24025, 23408, 2167, 24730, 33820, 41968, 14588, 10411, 39062, 41104, 9527, 38023, 9740, 29134, 13035, 13054, 24773, 9884, 31092, 34050, 31524]","[1, 5, 2, 3, 5, 2, 4, 3, 1, 4, 3, 3, 5, 1, 5, 3, 5, 3, 1, 5, 5, 2, 5, 1, 5, 5, 3, 5, 5, 4, 5, 5, 5, 3, 1, 4, 5, 5, 3, 5, 4, 4, 5, 3, 5, 5, 3, 2, 2, 1, 5, 5, 4, 5, 3, 1, 5, 5, 5, 5, 3, 1]","Kind,","adventurous,",63
