user_id,music_id,rating,times_listen
1,397,3.0,2.0
1,398,3.0,5.0
1,399,4.0,9.0
1,400,3.0,4.0
1,401,3.0,4.0
1,402,3.0,3.0
1,403,3.0,3.0
1,405,2.0,1.0
1,406,5.0,39.0
1,409,3.0,2.0
1,411,2.0,1.0
1,412,3.0,2.0
1,414,3.0,4.0
1,415,3.0,4.0
1,416,3.0,3.0
1,417,2.0,1.0
1,418,3.0,2.0
1,419,3.0,5.0
1,420,3.0,2.0
1,421,3.0,3.0
1,422,3.0,3.0
1,423,3.0,2.0
1,424,2.0,1.0
1,426,3.0,2.0
1,427,3.0,3.0
1,428,3.0,3.0
1,429,3.0,3.0
1,430,3.0,8.0
1,432,3.0,2.0
1,433,2.0,1.0
1,434,3.0,8.0
1,437,2.0,1.0
1,439,2.0,1.0
1,440,4.0,19.0
1,441,3.0,2.0
1,443,2.0,1.0
1,444,3.0,7.0
1,445,4.0,9.0
1,446,2.0,1.0
1,447,3.0,8.0
1,448,3.0,5.0
1,449,3.0,6.0
1,451,3.0,7.0
1,454,3.0,3.0
1,455,4.0,9.0
1,457,2.0,1.0
1,458,2.0,1.0
1,459,3.0,6.0
1,461,3.0,6.0
1,462,3.0,3.0
1,463,4.0,13.0
1,464,3.0,8.0
1,465,2.0,1.0
1,466,3.0,2.0
1,469,3.0,2.0
1,470,2.0,1.0
1,471,3.0,2.0
1,473,2.0,1.0
1,474,2.0,1.0
1,475,2.0,1.0
1,477,2.0,1.0
1,478,3.0,7.0
1,479,2.0,1.0
1,480,3.0,2.0
1,481,3.0,2.0
1,482,2.0,1.0
1,483,3.0,3.0
1,484,3.0,4.0
1,485,2.0,1.0
1,487,4.0,21.0
1,488,3.0,2.0
1,490,3.0,5.0
1,491,2.0,1.0
1,492,3.0,3.0
1,493,3.0,3.0
1,494,3.0,4.0
1,495,2.0,1.0
1,496,3.0,2.0
1,497,2.0,1.0
1,499,2.0,1.0
1,500,3.0,2.0
1,501,2.0,1.0
1,502,2.0,1.0
1,503,2.0,1.0
1,505,3.0,2.0
1,506,3.0,2.0
1,507,3.0,5.0
1,508,2.0,1.0
1,509,2.0,1.0
1,510,3.0,4.0
1,511,2.0,1.0
1,512,3.0,2.0
1,513,2.0,1.0
1,514,3.0,2.0
1,515,2.0,1.0
1,516,2.0,1.0
1,517,2.0,1.0
1,518,2.0,1.0
1,519,2.0,1.0
1,520,2.0,1.0
1,521,2.0,1.0
1,522,4.0,15.0
1,523,4.0,35.0
1,526,3.0,4.0
1,527,3.0,3.0
1,528,3.0,4.0
1,529,2.0,1.0
1,530,3.0,4.0
1,531,2.0,1.0
1,532,2.0,1.0
1,533,5.0,47.0
1,535,3.0,7.0
1,536,3.0,6.0
1,537,3.0,6.0
1,538,3.0,5.0
1,539,3.0,7.0
1,540,3.0,3.0
1,541,3.0,2.0
1,543,3.0,3.0
1,544,3.0,7.0
1,545,2.0,1.0
1,546,2.0,1.0
1,547,2.0,1.0
1,548,2.0,1.0
1,549,4.0,31.0
1,551,4.0,17.0
1,552,4.0,35.0
1,554,4.0,21.0
1,555,5.0,36.0
1,556,4.0,14.0
1,557,4.0,12.0
1,558,4.0,14.0
1,559,4.0,11.0
1,561,4.0,34.0
1,564,3.0,3.0
1,565,2.0,1.0
1,566,2.0,1.0
1,567,2.0,1.0
1,568,3.0,3.0
1,570,3.0,3.0
1,572,3.0,3.0
1,574,4.0,19.0
1,575,4.0,13.0
1,576,2.0,1.0
1,577,3.0,2.0
1,578,2.0,1.0
1,579,2.0,1.0
1,580,2.0,1.0
1,582,4.0,11.0
1,583,3.0,5.0
1,584,2.0,1.0
1,586,2.0,1.0
1,588,3.0,5.0
1,589,3.0,4.0
1,590,3.0,3.0
1,591,3.0,5.0
1,592,3.0,6.0
1,593,3.0,2.0
1,594,3.0,2.0
1,596,3.0,6.0
1,597,3.0,3.0
1,599,3.0,5.0
1,600,3.0,4.0
1,601,3.0,3.0
1,602,3.0,2.0
1,603,3.0,3.0
1,605,3.0,2.0
1,607,3.0,8.0
1,609,3.0,5.0
1,610,2.0,1.0
1,614,3.0,4.0
1,618,3.0,4.0
1,620,3.0,5.0
1,621,3.0,3.0
1,622,3.0,3.0
1,623,3.0,2.0
1,624,2.0,1.0
1,625,3.0,3.0
1,626,3.0,3.0
1,627,3.0,4.0
1,628,3.0,2.0
1,629,3.0,2.0
1,630,2.0,1.0
1,631,3.0,2.0
1,632,2.0,1.0
1,633,3.0,2.0
1,634,3.0,3.0
1,635,4.0,10.0
1,637,3.0,2.0
1,638,3.0,2.0
1,639,2.0,1.0
1,640,2.0,1.0
1,641,3.0,2.0
1,642,3.0,2.0
1,643,3.0,4.0
1,644,3.0,3.0
1,645,3.0,7.0
1,647,4.0,12.0
1,648,3.0,6.0
1,649,4.0,13.0
1,651,4.0,11.0
1,652,2.0,1.0
1,654,3.0,2.0
1,655,2.0,1.0
1,656,3.0,2.0
1,658,3.0,2.0
1,660,3.0,2.0
1,661,3.0,2.0
1,662,3.0,5.0
1,663,2.0,1.0
1,665,3.0,3.0
1,667,3.0,3.0
1,668,3.0,3.0
1,670,3.0,4.0
1,671,3.0,3.0
1,672,3.0,2.0
1,673,4.0,13.0
1,674,3.0,4.0
1,675,3.0,2.0
1,676,3.0,5.0
1,677,3.0,2.0
1,678,2.0,1.0
1,679,2.0,1.0
1,680,3.0,2.0
1,681,3.0,6.0
1,683,3.0,2.0
1,684,3.0,6.0
1,685,2.0,1.0
1,686,3.0,2.0
1,687,2.0,1.0
1,688,3.0,6.0
1,689,3.0,3.0
1,690,2.0,1.0
1,691,3.0,3.0
1,692,2.0,1.0
1,694,3.0,3.0
1,695,3.0,4.0
1,696,3.0,2.0
1,697,2.0,1.0
1,698,3.0,3.0
1,699,3.0,3.0
1,700,4.0,31.0
1,701,2.0,1.0
1,702,4.0,11.0
1,703,4.0,12.0
1,704,4.0,20.0
1,705,4.0,19.0
1,706,2.0,1.0
1,707,2.0,1.0
1,708,2.0,1.0
1,710,3.0,8.0
1,712,4.0,12.0
1,713,3.0,2.0
1,715,4.0,22.0
1,716,4.0,27.0
1,717,3.0,6.0
1,719,4.0,17.0
1,720,3.0,2.0
1,721,4.0,29.0
1,724,3.0,7.0
1,725,2.0,1.0
1,729,4.0,17.0
1,730,2.0,1.0
1,731,4.0,14.0
1,732,2.0,1.0
1,733,4.0,34.0
1,735,4.0,26.0
1,737,4.0,10.0
1,739,3.0,4.0
1,740,4.0,18.0
1,741,4.0,13.0
1,742,3.0,3.0
1,744,3.0,3.0
1,745,3.0,4.0
1,746,3.0,3.0
1,747,3.0,6.0
1,748,4.0,12.0
1,749,4.0,16.0
1,750,3.0,4.0
1,751,2.0,1.0
1,752,3.0,6.0
1,753,4.0,17.0
1,756,2.0,1.0
1,757,4.0,12.0
1,759,3.0,4.0
1,760,3.0,6.0
1,761,3.0,4.0
1,762,2.0,1.0
1,763,3.0,2.0
1,764,2.0,1.0
1,766,3.0,5.0
1,769,3.0,7.0
1,770,4.0,10.0
1,771,3.0,4.0
1,772,3.0,5.0
1,773,4.0,11.0
1,774,2.0,1.0
1,775,3.0,7.0
1,776,3.0,2.0
1,778,3.0,3.0
1,779,3.0,5.0
1,780,2.0,1.0
1,781,3.0,2.0
1,782,3.0,2.0
1,783,3.0,4.0
1,784,3.0,5.0
1,785,3.0,8.0
1,786,3.0,3.0
1,787,3.0,2.0
1,788,4.0,9.0
1,789,3.0,3.0
1,790,3.0,5.0
1,791,3.0,4.0
1,792,2.0,1.0
1,793,2.0,1.0
1,794,3.0,4.0
1,795,3.0,2.0
1,799,4.0,16.0
1,800,4.0,18.0
1,801,4.0,15.0
1,803,4.0,13.0
1,804,3.0,6.0
1,805,2.0,1.0
1,807,3.0,7.0
1,808,2.0,1.0
1,810,3.0,2.0
1,811,3.0,5.0
1,812,2.0,1.0
1,813,3.0,5.0
1,814,2.0,1.0
1,815,3.0,5.0
1,819,3.0,2.0
1,820,3.0,5.0
1,824,2.0,1.0
1,825,3.0,2.0
1,827,3.0,4.0
1,828,3.0,2.0
1,829,3.0,2.0
1,830,3.0,2.0
1,832,2.0,1.0
1,833,3.0,2.0
1,834,3.0,2.0
1,835,3.0,4.0
1,836,3.0,2.0
1,837,3.0,4.0
1,838,3.0,2.0
1,839,3.0,6.0
1,840,3.0,4.0
1,841,3.0,2.0
1,842,3.0,2.0
1,843,3.0,2.0
1,845,3.0,4.0
1,846,3.0,2.0
1,847,3.0,6.0
1,848,3.0,2.0
1,850,3.0,2.0
1,851,3.0,3.0
1,852,2.0,1.0
1,853,3.0,6.0
1,854,3.0,3.0
1,855,4.0,10.0
1,857,2.0,1.0
1,858,3.0,4.0
1,859,3.0,3.0
1,860,3.0,2.0
1,861,3.0,2.0
1,862,3.0,8.0
1,863,3.0,4.0
1,864,2.0,1.0
1,865,3.0,2.0
1,866,4.0,19.0
1,867,2.0,1.0
1,868,4.0,9.0
1,869,3.0,2.0
1,870,2.0,1.0
1,871,2.0,1.0
1,872,2.0,1.0
1,873,2.0,1.0
1,874,2.0,1.0
1,875,2.0,1.0
1,876,2.0,1.0
1,878,3.0,5.0
1,879,2.0,1.0
1,880,2.0,1.0
1,881,2.0,1.0
1,882,3.0,2.0
1,884,3.0,2.0
1,885,3.0,3.0
1,886,3.0,2.0
1,890,2.0,1.0
1,892,3.0,2.0
1,893,3.0,2.0
1,896,3.0,2.0
1,897,3.0,7.0
1,898,3.0,4.0
1,899,4.0,13.0
1,900,3.0,4.0
1,901,4.0,17.0
1,902,4.0,21.0
1,903,4.0,9.0
1,904,2.0,1.0
1,905,3.0,4.0
1,906,3.0,2.0
1,907,3.0,5.0
1,908,2.0,1.0
1,909,3.0,3.0
1,911,3.0,5.0
1,912,3.0,2.0
1,913,4.0,14.0
1,914,3.0,3.0
1,915,3.0,2.0
1,917,3.0,3.0
1,918,3.0,2.0
1,919,3.0,2.0
1,920,3.0,4.0
1,922,2.0,1.0
1,923,2.0,1.0
1,924,2.0,1.0
1,925,2.0,1.0
1,926,3.0,2.0
1,927,3.0,2.0
1,928,3.0,5.0
1,929,3.0,5.0
1,930,4.0,13.0
1,931,2.0,1.0
1,933,3.0,8.0
1,934,2.0,1.0
1,935,4.0,12.0
1,936,4.0,13.0
1,937,4.0,9.0
1,938,4.0,19.0
1,940,3.0,3.0
1,941,3.0,2.0
1,943,3.0,2.0
1,944,3.0,4.0
1,946,2.0,1.0
1,949,2.0,1.0
1,950,4.0,10.0
1,951,2.0,1.0
1,952,3.0,2.0
1,953,2.0,1.0
1,954,2.0,1.0
1,955,3.0,2.0
1,957,3.0,4.0
1,958,4.0,9.0
1,959,3.0,2.0
1,961,2.0,1.0
1,962,2.0,1.0
1,963,2.0,1.0
1,965,3.0,4.0
1,966,3.0,2.0
1,967,3.0,3.0
1,968,3.0,3.0
1,969,4.0,9.0
1,970,3.0,4.0
1,972,3.0,5.0
1,973,2.0,1.0
1,975,3.0,4.0
1,976,3.0,4.0
1,977,3.0,3.0
1,978,3.0,3.0
1,979,3.0,4.0
1,980,3.0,4.0
1,981,3.0,3.0
1,982,3.0,4.0
1,984,3.0,8.0
1,985,3.0,6.0
1,986,2.0,1.0
1,987,3.0,4.0
1,988,3.0,6.0
1,989,4.0,11.0
1,990,3.0,3.0
1,991,4.0,9.0
1,992,3.0,2.0
1,994,3.0,4.0
1,1000,3.0,8.0
1,1001,4.0,21.0
1,1003,4.0,13.0
1,1004,4.0,10.0
1,1005,4.0,11.0
1,1006,4.0,12.0
1,1007,3.0,4.0
1,1008,3.0,3.0
1,1009,4.0,15.0
1,1010,3.0,4.0
1,1011,4.0,10.0
1,1012,4.0,28.0
1,1013,3.0,8.0
1,1015,4.0,10.0
1,1016,4.0,10.0
1,1018,4.0,12.0
1,1019,3.0,6.0
1,1020,4.0,17.0
1,1022,4.0,20.0
1,1023,2.0,1.0
1,1024,3.0,3.0
1,1025,3.0,4.0
1,1026,4.0,13.0
1,1027,3.0,4.0
1,1028,4.0,25.0
1,1030,3.0,4.0
1,1032,2.0,1.0
1,1034,4.0,16.0
1,1036,4.0,10.0
1,1037,4.0,14.0
1,1038,4.0,11.0
1,1039,4.0,11.0
1,1040,4.0,15.0
1,1041,4.0,14.0
1,1042,4.0,14.0
1,1043,4.0,11.0
1,1044,4.0,19.0
1,1045,4.0,17.0
1,1046,4.0,12.0
1,1047,4.0,15.0
1,1048,4.0,11.0
1,1049,4.0,13.0
1,1050,4.0,13.0
1,1052,4.0,16.0
1,1053,4.0,19.0
1,1054,4.0,12.0
1,1055,4.0,11.0
1,1057,4.0,12.0
1,1058,4.0,12.0
1,1061,2.0,1.0
1,1063,2.0,1.0
1,1064,3.0,3.0
1,1065,3.0,3.0
1,1066,3.0,2.0
1,1067,4.0,18.0
1,1068,4.0,16.0
1,1069,2.0,1.0
1,1070,4.0,13.0
1,1071,4.0,17.0
1,1073,4.0,18.0
1,1074,4.0,19.0
1,1075,4.0,13.0
1,1076,4.0,19.0
1,1077,4.0,13.0
1,1079,4.0,25.0
1,1080,2.0,1.0
1,1081,2.0,1.0
1,1082,2.0,1.0
1,1083,3.0,3.0
1,1085,3.0,2.0
1,1086,4.0,11.0
1,1088,3.0,2.0
1,1089,3.0,3.0
1,1090,2.0,1.0
1,1091,4.0,22.0
1,1092,3.0,2.0
1,1094,3.0,2.0
1,1096,2.0,1.0
1,1097,2.0,1.0
1,1098,3.0,4.0
1,1099,3.0,2.0
1,1100,3.0,4.0
1,1101,2.0,1.0
1,1102,2.0,1.0
1,1103,4.0,15.0
1,1104,4.0,11.0
1,1106,3.0,5.0
1,1109,3.0,7.0
1,1111,2.0,1.0
1,1112,2.0,1.0
1,1113,3.0,4.0
1,1114,3.0,2.0
1,1115,2.0,1.0
1,1116,3.0,3.0
1,1117,3.0,2.0
1,1119,3.0,3.0
1,1120,3.0,2.0
1,1121,3.0,4.0
1,1122,3.0,8.0
1,1123,3.0,2.0
1,1124,3.0,3.0
1,1125,3.0,2.0
1,1126,3.0,4.0
1,1127,3.0,6.0
1,1128,3.0,3.0
1,1129,2.0,1.0
1,1130,3.0,3.0
1,1131,3.0,5.0
1,1132,3.0,2.0
1,1133,3.0,5.0
1,1134,3.0,4.0
1,1135,3.0,2.0
1,1136,2.0,1.0
1,1137,3.0,5.0
1,1138,3.0,6.0
1,1140,3.0,4.0
1,1141,3.0,5.0
1,1142,3.0,2.0
1,1144,3.0,2.0
1,1145,3.0,7.0
1,1146,2.0,1.0
1,1147,4.0,11.0
1,1149,3.0,4.0
1,1151,3.0,7.0
1,1152,3.0,6.0
1,1153,3.0,7.0
2,237,2.0,2.0
2,764,3.0,5.0
2,1102,5.0,333.0
2,1155,1.0,1.0
2,1156,1.0,1.0
2,1157,5.0,2065.0
2,1160,5.0,2026.0
2,1161,5.0,1893.0
2,1162,5.0,2049.0
2,1166,4.0,33.0
2,1167,4.0,35.0
2,1168,4.0,33.0
2,1169,5.0,2052.0
2,1173,4.0,35.0
2,1176,4.0,33.0
2,1178,4.0,33.0
2,1179,5.0,2041.0
2,1180,4.0,35.0
2,1181,4.0,33.0
2,1183,5.0,2062.0
2,1184,3.0,16.0
2,1185,4.0,35.0
2,1186,4.0,33.0
2,1187,4.0,37.0
2,1188,4.0,31.0
2,1189,5.0,2059.0
2,1191,3.0,17.0
2,1192,4.0,35.0
2,1193,4.0,32.0
2,1194,4.0,18.0
2,1195,4.0,19.0
2,1197,4.0,38.0
2,1198,5.0,243.0
2,1199,5.0,81.0
2,1200,5.0,85.0
2,1201,5.0,86.0
2,1202,4.0,41.0
2,1203,5.0,116.0
2,1204,4.0,36.0
2,1205,5.0,85.0
2,1206,5.0,86.0
2,1207,5.0,84.0
2,1210,5.0,91.0
2,1211,4.0,37.0
2,1212,4.0,19.0
2,1213,3.0,3.0
2,1214,2.0,2.0
2,1215,2.0,2.0
2,1216,3.0,3.0
2,1217,1.0,1.0
2,1218,4.0,68.0
2,1220,1.0,1.0
2,1222,1.0,1.0
2,1223,1.0,1.0
2,1226,1.0,1.0
2,1227,1.0,1.0
2,1229,1.0,1.0
2,1231,3.0,8.0
2,1232,3.0,9.0
2,1233,2.0,2.0
2,1234,4.0,36.0
2,1235,4.0,40.0
2,1236,4.0,38.0
2,1238,4.0,33.0
2,1239,4.0,34.0
2,1240,4.0,33.0
2,1241,4.0,35.0
2,1242,4.0,41.0
2,1243,4.0,40.0
2,1244,4.0,34.0
2,1246,3.0,11.0
2,1247,1.0,1.0
2,1248,2.0,2.0
2,1249,2.0,2.0
2,1251,1.0,1.0
2,1252,1.0,1.0
2,1253,2.0,2.0
2,1254,2.0,2.0
2,1256,2.0,2.0
2,1257,3.0,3.0
2,1258,2.0,2.0
2,1259,1.0,1.0
2,1261,3.0,10.0
2,1262,1.0,1.0
2,1263,2.0,2.0
2,1264,3.0,14.0
2,1265,3.0,4.0
2,1266,3.0,6.0
2,1267,1.0,1.0
2,1268,1.0,1.0
2,1269,2.0,2.0
2,1271,2.0,2.0
2,1272,2.0,2.0
2,1273,2.0,2.0
2,1274,1.0,1.0
2,1275,1.0,1.0
2,1277,3.0,3.0
2,1278,1.0,1.0
2,1279,3.0,3.0
2,1280,2.0,2.0
2,1281,3.0,6.0
2,1283,3.0,6.0
2,1284,2.0,2.0
2,1285,2.0,2.0
2,1286,2.0,2.0
2,1288,3.0,9.0
2,1289,2.0,2.0
2,1290,3.0,9.0
2,1291,3.0,11.0
2,1292,3.0,6.0
2,1293,2.0,2.0
2,1294,3.0,7.0
2,1295,3.0,7.0
2,1296,3.0,8.0
2,1297,2.0,2.0
2,1298,5.0,321.0
2,1299,5.0,336.0
2,1300,5.0,334.0
2,1301,5.0,330.0
2,1302,5.0,320.0
2,1303,5.0,325.0
2,1304,3.0,11.0
2,1306,1.0,1.0
2,1307,1.0,1.0
2,1308,5.0,292.0
3,67,3.0,1.0
3,100,3.0,2.0
3,169,4.0,4.0
3,172,4.0,4.0
3,174,4.0,3.0
3,175,3.0,2.0
3,177,3.0,2.0
3,178,4.0,5.0
3,181,4.0,3.0
3,182,4.0,3.0
3,183,3.0,2.0
3,185,4.0,6.0
3,186,4.0,3.0
3,188,4.0,3.0
3,189,4.0,3.0
3,192,3.0,2.0
3,193,4.0,3.0
3,287,3.0,1.0
3,297,3.0,1.0
3,330,3.0,1.0
3,331,3.0,1.0
3,414,3.0,1.0
3,415,4.0,3.0
3,416,4.0,5.0
3,419,3.0,1.0
3,420,3.0,1.0
3,424,3.0,1.0
3,434,3.0,2.0
3,461,4.0,4.0
3,473,5.0,11.0
3,475,3.0,1.0
3,478,3.0,2.0
3,491,3.0,1.0
3,649,3.0,1.0
3,678,3.0,1.0
3,685,3.0,1.0
3,690,3.0,1.0
3,764,3.0,1.0
3,812,4.0,3.0
3,857,4.0,7.0
3,869,4.0,4.0
3,870,3.0,1.0
3,871,3.0,1.0
3,872,3.0,1.0
3,878,3.0,1.0
3,879,3.0,1.0
3,880,3.0,1.0
3,901,3.0,1.0
3,902,3.0,1.0
3,934,3.0,1.0
3,935,4.0,9.0
3,982,4.0,5.0
3,986,4.0,3.0
3,1006,3.0,1.0
3,1102,3.0,1.0
3,1156,3.0,2.0
3,1183,3.0,1.0
3,1195,4.0,6.0
3,1198,4.0,4.0
3,1200,3.0,1.0
3,1202,3.0,1.0
3,1211,3.0,1.0
3,1217,3.0,2.0
3,1222,4.0,3.0
3,1309,4.0,5.0
3,1312,3.0,1.0
3,1313,3.0,1.0
3,1314,4.0,3.0
3,1317,3.0,1.0
3,1319,3.0,1.0
3,1321,3.0,1.0
3,1323,3.0,1.0
3,1324,3.0,1.0
3,1326,3.0,1.0
3,1327,3.0,2.0
3,1328,3.0,2.0
3,1329,4.0,5.0
3,1330,3.0,1.0
3,1331,3.0,2.0
3,1332,3.0,2.0
3,1333,3.0,1.0
3,1337,3.0,1.0
3,1340,3.0,1.0
3,1341,3.0,1.0
3,1343,3.0,2.0
3,1344,3.0,1.0
3,1345,3.0,1.0
3,1346,4.0,5.0
3,1347,3.0,1.0
3,1348,5.0,13.0
3,1349,4.0,3.0
3,1350,3.0,1.0
3,1351,3.0,1.0
3,1352,4.0,9.0
3,1353,3.0,1.0
3,1354,4.0,8.0
3,1355,3.0,2.0
3,1356,4.0,6.0
3,1357,5.0,11.0
3,1358,3.0,1.0
3,1360,3.0,2.0
3,1361,3.0,1.0
