item_id,title,genre,rating
39,Pretty in Pink,Comedy|Drama|Romance,3.4304123711340204
40,Evita,Drama|Musical,3.369774919614148
41,Cape Fear,Thriller,3.7336448598130842
42,Cape Fear,Film-Noir|Thriller,3.7336448598130842
43,Carrie,Horror,3.67621776504298
44,Patton,Drama|War,4.104838709677419
45,Highlander,Action|Adventure,3.5282485875706215
46,Young Frankenstein,Comedy|Horror,4.048997772828508
47,Lady and the Tramp,Animation|Children's|Comedy|Musical|Romance,3.7958715596330275
48,Breaking the Waves,Drama,3.7299703264094957
49,Fantasia,Animation|Children's|Musical,3.8380743982494527
50,Almost Famous,Comedy|Drama,4.142857142857143
51,101 Dalmatians,Children's|Comedy,3.57985257985258
52,101 Dalmatians,Animation|Children's,3.57985257985258
53,High Noon,Western,4.123123123123123
54,Shine,Drama|Romance,3.7786069651741294
55,Somewhere in Time,Drama|Romance,3.6013745704467355
56,This Is Spinal Tap,Comedy|Drama|Musical,3.8545454545454545
57,Jagged Edge,Thriller,3.568702290076336
58,History of the World: Part I,Comedy,3.5209125475285172
59,Nashville,Drama|Musical,3.891304347826087
60,Rosemary's Baby,Horror|Thriller,3.7831632653061225
61,Funny Face,Comedy|Musical,3.5643939393939394
62,Breakfast at Tiffany's,Drama|Romance,3.852112676056338
63,Vertigo,Mystery|Thriller,4.125
64,Rear Window,Mystery|Thriller,4.143776824034335
65,Being There,Comedy,4.0
66,It Happened One Night,Comedy,4.223796033994335
67,Gandhi,Drama,4.096412556053812
68,Sleeping Beauty,Animation|Children's|Musical,3.7270194986072425
69,M*A*S*H,Comedy|War,3.9726315789473685
70,North by Northwest,Drama|Thriller,3.9915433403805496
71,Pink Floyd - The Wall,Drama|Musical|War,3.315985130111524
72,Places in the Heart,Drama,3.8675496688741724
73,Children of a Lesser God,Drama,3.9005681818181817
74,Broadcast News,Comedy|Drama|Romance,3.8548387096774195
75,Working Girl,Comedy|Drama,3.54089709762533
76,Star Trek: The Motion Picture,Action|Adventure|Sci-Fi,3.17032967032967
77,Charade,Comedy|Mystery|Romance|Thriller,4.168224299065421
78,Beetlejuice,Comedy|Fantasy,3.759219088937093
79,Casablanca,Drama|Romance|War,4.111111111111111
80,Say Anything...,Comedy|Drama|Romance,4.008021390374331
81,Star Trek V: The Final Frontier,Action|Adventure|Sci-Fi,2.960674157303371
82,Star Trek: The Wrath of Khan,Action|Adventure|Sci-Fi,3.8744588744588744
83,My Fair Lady,Musical|Romance,4.087378640776699
84,Family Plot,Comedy|Thriller,3.172185430463576
85,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,3.563131313131313
86,Sabrina,Comedy|Romance,3.6903553299492384
87,Sabrina,Comedy|Romance,3.6903553299492384
88,Frenzy,Thriller,3.786206896551724
89,Roman Holiday,Comedy|Romance,3.929618768328446
90,Meet Me in St. Louis,Musical,3.6792452830188678
91,Trainspotting,Drama,3.600558659217877
92,Pokémon: The First Movie,Animation|Children's,1.654867256637168
93,Marnie,Thriller,3.5943396226415096
94,Grease,Comedy|Musical|Romance,3.5487179487179485
95,Gone with the Wind,Drama|Romance|War,3.9073684210526314
96,Citizen Kane,Drama,4.040816326530612
97,Independence Day (ID4),Action|Sci-Fi|War,3.335616438356164
98,All About Eve,Drama,3.9797979797979797
99,Rebecca,Romance|Thriller,4.024324324324325
100,First Blood,Action,3.3563218390804597
101,Holiday Inn,Comedy|Musical,3.9037267080745344
102,Romancing the Stone,Action|Adventure|Comedy|Romance,3.827956989247312
103,About Last Night...,Comedy|Drama|Romance,3.1453287197231834
104,Notorious,Film-Noir|Romance|Thriller,4.085308056872038
105,Willow,Action|Adventure|Fantasy,3.5714285714285716
106,Spellbound,Mystery|Romance|Thriller,3.756183745583039
107,"Affair to Remember, An",Romance,3.636
108,Donnie Brasco,Crime|Drama,3.7085714285714286
109,Jerry Maguire,Drama|Romance,3.684326710816777
110,To Catch a Thief,Comedy|Romance|Thriller,4.033653846153846
111,Raising Arizona,Comedy,3.7316561844863734
112,Gigi,Musical,3.347266881028939
113,Bound,Crime|Drama|Romance|Thriller,3.8914285714285715
114,Clue,Comedy|Mystery,3.0552147239263805
115,Moonstruck,Comedy,3.8343815513626835
116,One True Thing,Drama,3.522875816993464
117,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,3.9117082533589254
118,Laura,Crime|Film-Noir|Mystery,4.148760330578512
119,Top Hat,Comedy|Musical|Romance,3.769470404984424
120,Giant,Drama,3.9595141700404857
121,East of Eden,Drama,3.861290322580645
122,You've Got Mail,Comedy|Romance,3.43979057591623
123,Stuart Little,Children's|Comedy,3.123529411764706
124,Mighty Joe Young,Adventure|Children's|Drama,2.971830985915493
125,Mighty Joe Young,Adventure|Children's|Drama,2.971830985915493
126,Fantasia 2000,Animation|Children's|Musical,3.6675675675675676
127,Harvey,Comedy,3.903485254691689
128,His Girl Friday,Comedy,4.149484536082475
129,Them!,Sci-Fi|Thriller|War,3.262589928057554
130,It's a Wonderful Life,Drama,4.084951456310679
131,Mr. Smith Goes to Washington,Drama,4.107361963190184
132,Bringing Up Baby,Comedy,4.0476190476190474
133,Stardust Memories,Comedy|Drama,3.327354260089686
134,Edward Scissorhands,Drama|Romance,3.6527472527472526
135,King Kong,Action|Adventure|Horror,3.5723830734966593
136,King Kong,Action|Adventure|Horror,3.5723830734966593
137,Chasing Amy,Drama|Romance,3.6814814814814816
138,Hercules,Adventure|Animation|Children's|Comedy|Musical,3.2768166089965396
139,Desperately Seeking Susan,Comedy|Romance,3.1185682326621924
140,Shampoo,Comedy|Romance,3.198250728862974
141,My Best Friend's Wedding,Comedy|Romance,3.3467336683417086
142,Singin' in the Rain,Musical|Romance,4.075757575757576
143,Wonder Boys,Comedy|Drama,3.981132075471698
144,Face/Off,Action|Sci-Fi|Thriller,3.2729411764705882
145,Police Academy,Comedy,2.932806324110672
146,Cat on a Hot Tin Roof,Drama,4.052770448548813
147,Meet John Doe,Drama,3.8550724637681157
148,"Blue Angel, The (Blaue Engel, Der)",Drama,3.7552083333333335
149,Agnes of God,Drama|Mystery,3.2613981762917934
150,Titanic,Drama|Romance,3.3680981595092025
151,Titanic,Action|Drama,3.3680981595092025
152,Tomorrow Never Dies,Action|Romance|Thriller,3.4814814814814814
153,Gattaca,Drama|Sci-Fi|Thriller,3.6133004926108376
154,Taxi Driver,Drama|Thriller,4.013129102844639
155,Contact,Drama|Sci-Fi,3.706013363028953
156,"Night to Remember, A",Action|Drama,3.792207792207792
157,Key Largo,Crime|Drama|Film-Noir|Thriller,3.965260545905707
158,Entrapment,Crime|Thriller,3.065625
159,Erin Brockovich,Drama,3.84796573875803
160,Stripes,Comedy,3.679144385026738
161,Star Trek: Insurrection,Action|Sci-Fi,3.5277777777777777
162,Stalag 17,Drama|War,3.9183673469387754
163,Jumpin' Jack Flash,Action|Comedy|Romance|Thriller,2.8776223776223775
164,Peggy Sue Got Married,Comedy|Romance,3.4582210242587603
165,Shakespeare in Love,Comedy|Romance,3.922661870503597
166,Miracle on 34th Street,Drama,3.71571072319202
167,Miracle on 34th Street,Drama,3.71571072319202
168,Conspiracy Theory,Action|Mystery|Romance|Thriller,3.5994550408719346
169,Mildred Pierce,Drama,4.021645021645021
170,Birdy,Drama|War,3.935222672064777
171,Thelma & Louise,Action|Drama,3.8426501035196687
172,Crocodile Dundee,Adventure|Comedy,3.562929061784897
173,Witness,Drama|Romance|Thriller,3.954732510288066
174,Dark City,Film-Noir|Sci-Fi|Thriller,3.7979274611398965
175,...And Justice for All,Drama|Thriller,3.8898678414096914
176,Animal House,Comedy,3.7986725663716814
177,Do the Right Thing,Comedy|Drama,3.9127358490566038
178,Star Wars: Episode I - The Phantom Menace,Action|Adventure|Fantasy|Sci-Fi,3.2358674463937622
179,Breaking Away,Drama,4.02088772845953
180,Murphy's Romance,Comedy|Romance,3.364912280701754
181,Network,Comedy|Drama,3.97799511002445
182,Bull Durham,Comedy,3.7623126338329764
183,Double Indemnity,Crime|Film-Noir,3.995515695067265
184,Dog Day Afternoon,Comedy|Crime|Drama,3.8641975308641974
185,American Graffiti,Comedy|Drama,4.008849557522124
186,Mulan,Animation|Children's,3.4539877300613497
187,Mommie Dearest,Drama,3.1298701298701297
188,Blast from the Past,Comedy|Romance,3.567857142857143
189,Don Juan DeMarco,Comedy|Drama|Romance,3.5063694267515926
190,Frequency,Drama|Thriller,3.455919395465995
191,Return to Me,Drama|Romance,3.5685714285714285
192,Superman,Action|Adventure|Sci-Fi,3.618483412322275
193,"Bell, Book and Candle",Comedy|Romance,3.7753623188405796
194,Superman II,Action|Adventure|Sci-Fi,3.058679706601467
195,Out of Sight,Action|Crime|Romance,3.7726027397260276
196,Bound for Glory,Drama,3.8333333333333335
197,Ghostbusters,Comedy|Horror,3.8502994011976046
198,"Walk on the Moon, A",Drama|Romance,3.6222222222222222
199,Dracula,Horror,3.528368794326241
200,Dracula,Horror,3.528368794326241
201,"Good Morning, Vietnam",Comedy|Drama|War,3.5845824411134903
202,Frankenstein,Horror,3.9337539432176656
203,Eat Drink Man Woman,Comedy|Drama,4.142487046632124
204,Ed Wood,Comedy|Drama,3.4123006833712983
205,Arthur,Comedy|Romance,3.5341614906832297
206,Go,Crime,3.8849840255591053
207,Plan 9 from Outer Space,Horror|Sci-Fi,2.6353383458646618
208,Oscar and Lucinda (a.k.a. Oscar & Lucinda),Drama|Romance,3.25
209,Gypsy,Musical,3.8106796116504853
210,On the Town,Musical,3.9078947368421053
211,Modern Times,Comedy,4.201166180758017
212,Invasion of the Body Snatchers,Horror|Sci-Fi,3.6424870466321244
213,Crimes of the Heart,Comedy|Drama,3.4971098265895955
214,Going My Way,Comedy,3.603305785123967
215,Close Encounters of the Third Kind,Drama|Sci-Fi,3.970276008492569
216,Cabaret,Musical|War,3.7865429234338746
217,Notting Hill,Comedy|Romance,3.7275
218,Three Days of the Condor,Thriller,4.014134275618375
219,Little Shop of Horrors,Comedy|Horror|Musical,3.536130536130536
220,Guys and Dolls,Musical,3.707692307692308
221,On the Waterfront,Crime|Drama,4.072261072261072
222,Marty,Drama|Romance,3.855828220858896
223,West Side Story,Musical|Romance,4.036319612590799
224,Ladyhawke,Adventure|Fantasy|Romance,3.6814404432132966
225,GoldenEye,Action|Adventure|Thriller,3.3139841688654355
226,Star Wars: Episode IV - A New Hope,Action|Adventure|Fantasy|Sci-Fi,3.996268656716418
227,What's Eating Gilbert Grape,Drama,3.837905236907731
228,Like Water for Chocolate (Como agua para chocolate),Drama|Romance,3.8620689655172415
229,While You Were Sleeping,Comedy|Romance,3.5760869565217392
230,Sense and Sensibility,Drama|Romance,3.9911894273127753
231,Marathon Man,Thriller,3.883116883116883
232,Caddyshack,Comedy,3.5037406483790523
233,Lucas,Drama,3.588888888888889
234,High Fidelity,Comedy,3.873873873873874
235,Rocky,Action|Drama,3.792771084337349
236,Chariots of Fire,Drama,3.9034482758620688
237,Muriel's Wedding,Comedy|Romance,3.831978319783198
238,Out of Africa,Drama|Romance,3.669833729216152
239,Leaving Las Vegas,Drama|Romance,3.482300884955752
240,Angel Heart,Film-Noir|Mystery|Thriller,3.228169014084507
241,Nine 1/2 Weeks,Drama,2.685823754789272
242,Cinderella,Animation|Children's|Musical,3.830188679245283
243,Moonraker,Action|Romance|Sci-Fi,3.3045977011494254
244,Rain Man,Drama,3.9405286343612334
245,Driving Miss Daisy,Drama,4.0341151385927505
246,Run Lola Run (Lola rennt),Action|Crime|Romance,3.9411764705882355
247,Repo Man,Comedy|Sci-Fi,3.6502463054187193
248,Mary Poppins,Children's|Comedy|Musical,3.792710706150342
249,Dumbo,Animation|Children's|Musical,3.6956521739130435
250,Forrest Gump,Comedy|Romance|War,3.8220183486238533
251,Babe,Children's|Comedy|Drama,3.8560311284046693
252,Four Weddings and a Funeral,Comedy|Romance,3.8004201680672267
253,Risky Business,Comedy,3.7180156657963446
254,Rebel Without a Cause,Drama,3.8689320388349513
255,Bedknobs and Broomsticks,Adventure|Children's|Musical,3.623015873015873
256,Body Heat,Crime|Thriller,4.083333333333333
257,Alice in Wonderland,Animation|Children's|Musical,3.774774774774775
258,Ferris Bueller's Day Off,Comedy,3.912065439672802
259,Better Than Chocolate,Comedy|Romance,3.344
260,Gladiator,Action|Drama,3.9251559251559254
261,Once Were Warriors,Crime|Drama,3.9699570815450644
262,"Professional, The (a.k.a. Leon: The Professional)",Crime|Drama|Romance|Thriller,3.9012987012987015
263,Pocahontas,Animation|Children's|Musical|Romance,3.0381944444444446
264,Children of Paradise (Les enfants du paradis),Drama|Romance,4.067873303167421
265,Yellow Submarine,Animation|Musical,3.7295081967213113
266,American Beauty,Comedy|Drama,3.7065972222222223
267,And Now for Something Completely Different,Comedy,4.111821086261981
268,Serpico,Crime|Drama,4.0
269,Caligula,Drama,2.458100558659218
270,Sullivan's Travels,Comedy,3.901140684410646
271,"Hard Day's Night, A",Comedy|Musical,3.8236775818639797
272,On Golden Pond,Drama,3.7338709677419355
273,Airplane!,Comedy,3.703252032520325
274,Everyone Says I Love You,Comedy|Musical|Romance,3.667820069204152
275,Anchors Aweigh,Comedy|Musical,3.553763440860215
276,Big,Comedy|Fantasy,3.9008097165991904
277,William Shakespeare's Romeo and Juliet,Drama|Romance,3.485342019543974
278,Big Trouble in Little China,Action|Comedy,3.2349397590361444
279,Love and Death,Comedy,3.854609929078014
280,Aliens,Action|Sci-Fi|Thriller|War,3.8089171974522293
281,Gilda,Film-Noir,3.761904761904762
282,South Pacific,Musical|Romance|War,3.5615615615615615
283,Blazing Saddles,Comedy|Western,3.9269311064718164
284,Flashdance,Drama|Romance,3.1962025316455698
285,Deliverance,Adventure|Thriller,3.8270142180094786
286,Excalibur,Action|Drama|Fantasy|Romance,3.727034120734908
287,"Clockwork Orange, A",Sci-Fi,3.825263157894737
288,Goldfinger,Action,3.9070904645476774
289,Private Benjamin,Comedy,3.050314465408805
290,From Russia with Love,Action,3.917705735660848
291,Monty Python and the Holy Grail,Comedy,4.008264462809917
292,Dr. No,Action,3.922872340425532
293,Aladdin and the King of Thieves,Animation|Children's|Comedy,2.9414893617021276
294,Go Fish,Drama|Romance,3.262857142857143
295,Fargo,Crime|Drama|Thriller,3.9347408829174664
296,Sleepless in Seattle,Comedy|Romance,3.796728971962617
297,Chicken Run,Animation|Children's|Comedy,3.8591836734693876
298,Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Romance|Sci-Fi|War,3.757798165137615
299,Alien,Action|Horror|Sci-Fi|Thriller,3.9207708779443253
300,Blood Simple,Drama|Film-Noir,4.0411899313501145
301,Bambi,Animation|Children's,3.7939698492462313
302,Prizzi's Honor,Comedy|Drama|Romance,3.566326530612245
303,Willy Wonka and the Chocolate Factory,Adventure|Children's|Comedy|Fantasy,3.8191721132897603
304,Blade Runner,Film-Noir|Sci-Fi,3.9741550695825048
305,Sleeper,Comedy|Sci-Fi,3.908235294117647
306,Bananas,Comedy|War,3.8454258675078865
307,"Fish Called Wanda, A",Comedy,4.077083333333333
308,Angels and Insects,Drama|Romance,3.443298969072165
309,Dangerous Liaisons,Drama|Romance,3.697247706422018
310,Bronco Billy,Adventure|Drama|Romance,2.641860465116279
311,F/X,Action|Crime|Thriller,3.574074074074074
312,Amadeus,Drama,4.127572016460905
313,Monty Python's Life of Brian,Comedy,3.9568527918781724
314,Victor/Victoria,Comedy|Musical,3.6971279373368144
315,Raging Bull,Drama,3.9808612440191387
316,Starman,Adventure|Drama|Romance|Sci-Fi,3.5407925407925407
317,Dial M for Murder,Mystery|Thriller,4.010810810810811
318,Jurassic Park,Action|Adventure|Sci-Fi,3.6449136276391556
319,Dirty Dancing,Musical|Romance,3.4058679706601467
320,Splash,Comedy|Fantasy|Romance,3.5086206896551726
321,Forbidden Planet,Sci-Fi,3.527687296416938
322,Field of Dreams,Drama,3.7445255474452557
323,Annie Hall,Comedy|Romance,3.9198473282442747
324,All That Jazz,Musical,3.788732394366197
325,When Harry Met Sally...,Comedy|Romance,3.989406779661017
326,Harold and Maude,Comedy,4.132558139534884
327,"Seventh Seal, The (Sjunde inseglet, Det)",Drama,4.033333333333333
328,E.T. the Extra-Terrestrial,Children's|Drama|Fantasy|Sci-Fi,3.852125693160813
329,"Christmas Carol, A",Drama,3.9215686274509802
330,Dead Men Don't Wear Plaid,Comedy|Crime|Thriller,3.2758620689655173
331,Indiana Jones and the Temple of Doom,Action|Adventure,3.7410926365795723
332,"Affair of Love, An (Une Liaison Pornographique)",Drama|Romance,3.7160493827160495
333,Manhattan,Comedy|Drama|Romance,4.052380952380952
334,Miller's Crossing,Drama,3.8863636363636362
335,Dead Poets Society,Drama,3.947494033412888
336,Strictly Ballroom,Comedy|Romance,3.9552941176470586
337,Adventures in Babysitting,Adventure|Comedy,3.450980392156863
338,Groundhog Day,Comedy|Romance,3.75968992248062
339,Backdraft,Action|Drama,3.4392265193370166
340,Some Kind of Wonderful,Drama|Romance,3.6272727272727274
341,Austin Powers: International Man of Mystery,Comedy,3.532981530343008
342,Life Is Beautiful (La Vita è bella),Comedy|Drama,3.939524838012959
343,Tin Cup,Comedy|Romance,3.1598837209302326
344,Against All Odds,Romance,3.284090909090909
345,Elizabeth,Drama,3.884453781512605
346,Air Force One,Action|Thriller,3.5877862595419847
347,Good Will Hunting,Drama,4.006122448979592
348,Ulee's Gold,Drama,3.5809859154929575
349,"Mrs. Brown (Her Majesty, Mrs. Brown)",Drama|Romance,3.889937106918239
350,Airport,Drama,3.254385964912281
351,Anne Frank Remembered,Documentary,4.417582417582418
352,"Cool Dry Place, A",Drama,3.7
353,Big Night,Drama,4.178841309823677
354,Sliding Doors,Drama|Romance,3.8575581395348837
355,American Pie,Comedy,3.107329842931937
356,As Good As It Gets,Comedy|Drama,3.9617706237424546
357,Austin Powers: The Spy Who Shagged Me,Comedy,3.1105882352941174
358,Ace Ventura: Pet Detective,Comedy,2.811989100817439
359,Beverly Hills Cop III,Action|Comedy,2.5652173913043477
360,"Idiots, The (Idioterne)",Comedy|Drama,2.967741935483871
361,Big Daddy,Comedy,2.8507462686567164
362,Clueless,Comedy|Romance,3.708154506437768
363,Dave,Comedy|Romance,3.7890995260663507
364,Speed,Action|Romance|Thriller,3.4227642276422765
365,"Postino, Il (The Postman)",Drama|Romance,4.080684596577017
366,Indochine,Drama|Romance,3.6823104693140793
367,Best in Show,Comedy,4.079069767441861
368,Air America,Action|Comedy,2.78125
369,Croupier,Crime|Drama,4.210702341137123
370,Cinema Paradiso,Comedy|Drama|Romance,4.068396226415095
371,Nikita (La Femme Nikita),Thriller,3.8329113924050633
372,Being John Malkovich,Comedy,3.8903846153846153
373,Home Alone,Children's|Comedy,3.0808383233532934
374,Ghost,Comedy|Romance|Thriller,3.782608695652174
375,Scream,Horror|Thriller,3.332409972299169
376,Michael,Comedy|Romance,3.0993377483443707
377,Doctor Zhivago,Drama|Romance|War,3.8834498834498836
378,Twister,Action|Adventure|Romance|Thriller,3.1173333333333333
379,Re-Animator,Horror,3.336283185840708
380,Blue Velvet,Drama|Mystery,3.6520681265206814
381,Cool Hand Luke,Comedy|Drama,4.007009345794392
382,"Room with a View, A",Drama|Romance,4.00498753117207
383,Dead Again,Mystery|Romance|Thriller,3.8579234972677594
384,Fools Rush In,Comedy|Romance,3.2535211267605635
385,Dead Calm,Thriller,3.6986301369863015
386,Mortal Thoughts,Mystery|Thriller,2.7586206896551726
387,Father of the Bride,Comedy,3.6320754716981134
388,Pacific Heights,Thriller,3.2857142857142856
389,Sleepy Hollow,Horror|Romance,3.542134831460674
390,Eye of the Beholder,Thriller,2.243801652892562
391,What Dreams May Come,Drama|Romance,3.013745704467354
392,Howard the Duck,Adventure|Children's|Sci-Fi,1.9874213836477987
393,Howards End,Drama,3.8723897911832945
394,Final Destination,Drama|Thriller,3.1140684410646386
395,Leatherface: Texas Chainsaw Massacre III,Horror,1.5977011494252873
396,Boogie Nights,Drama,3.678185745140389
397,She's Gotta Have It,Comedy|Romance,3.4361702127659575
398,This Is My Father,Drama|Romance,3.5849056603773586
399,Anastasia,Animation|Children's|Musical,3.6376146788990824
400,Circle of Friends,Drama|Romance,3.6860068259385668
401,Clerks,Comedy,3.6379310344827585
402,Eyes of Laura Mars,Mystery|Thriller,3.271551724137931
403,"Christmas Story, A",Comedy|Drama,4.015801354401806
404,Pee-wee's Big Adventure,Comedy,3.3959390862944163
405,I.Q.,Comedy|Romance,3.216867469879518
406,Interview with the Vampire,Drama|Horror,3.278236914600551
407,Honeymoon in Vegas,Comedy|Romance,3.369565217391304
408,Jacob's Ladder,Horror|Mystery|Thriller,3.376770538243626
409,"Little Princess, A",Children's|Drama,3.8372093023255816
410,Legends of the Fall,Drama|Romance|War|Western,3.362116991643454
411,Mission: Impossible 2,Action|Thriller,3.2194513715710724
412,Shanghai Noon,Action,3.664819944598338
413,"Perfect Murder, A",Mystery|Thriller,3.2533333333333334
414,Misery,Horror,3.7944162436548226
415,Stigmata,Thriller,2.727272727272727
416,Top Gun,Action|Romance,3.5965346534653464
417,Pulp Fiction,Crime|Drama,3.7300613496932513
418,Eraserhead,Drama|Horror,3.4603174603174605
419,Double Jeopardy,Action|Thriller,3.1218274111675126
420,"Mystery, Alaska",Comedy,3.3609958506224067
421,In the Name of the Father,Drama,3.770967741935484
422,Butch Cassidy and the Sundance Kid,Action|Comedy|Western,3.9705263157894737
423,L.A. Story,Comedy|Romance,3.9039408866995076
424,Mission: Impossible,Action|Adventure|Mystery,3.3871733966745845
425,Who's Afraid of Virginia Woolf?,Drama,4.091383812010444
426,Phenomenon,Drama|Romance,3.446043165467626
427,Bram Stoker's Dracula,Horror|Romance,3.216292134831461
428,James and the Giant Peach,Animation|Children's|Musical,3.5294117647058822
429,St. Elmo's Fire,Drama|Romance,3.138888888888889
430,"Nightmare on Elm Street, A",Horror,3.2720306513409962
431,Nurse Betty,Comedy|Thriller,3.660759493670886
432,"River Runs Through It, A",Drama,3.7738095238095237
433,Grosse Pointe Blank,Comedy|Crime,3.787951807228916
434,Mrs. Winterbourne,Comedy|Romance,3.3257142857142856
435,True Crime,Mystery|Thriller,3.149779735682819
436,True Crime,Crime|Thriller,3.149779735682819
437,Feeling Minnesota,Drama|Romance,2.1904761904761907
438,End of Days,Action|Thriller,2.5141843971631204
439,Flawless,Drama,3.252808988764045
440,Breakdown,Action|Thriller,3.44106463878327
441,Batman Returns,Action|Adventure|Comedy|Crime,2.9110512129380055
442,Jaws,Action|Horror,3.8484848484848486
443,Jaws 2,Action|Horror,2.3003663003663
444,Jaws 3-D,Action|Horror,1.6685714285714286
445,Gods and Monsters,Drama,3.9130434782608696
446,Supercop,Action|Thriller,3.442379182156134
447,Brassed Off,Comedy|Drama|Romance,3.6470588235294117
448,Sid and Nancy,Drama,3.4313099041533546
449,Pitch Black,Action|Sci-Fi,3.197986577181208
450,Magnolia,Drama,3.6223175965665235
451,200 Cigarettes,Comedy|Drama,3.0738636363636362
452,Batman & Robin,Action|Adventure|Crime,2.437869822485207
453,Midnight in the Garden of Good and Evil,Comedy|Crime|Drama|Mystery,3.3131868131868134
454,Mouse Hunt,Children's|Comedy,2.8839285714285716
455,Christine,Horror,3.218604651162791
456,Galaxy Quest,Adventure|Comedy|Sci-Fi,3.923076923076923
457,Angela's Ashes,Drama,3.375
458,Logan's Run,Action|Adventure|Sci-Fi,3.5549450549450547
459,Home Fries,Comedy|Romance,2.7362637362637363
460,"Simple Plan, A",Crime|Thriller,3.7822349570200573
461,Event Horizon,Action|Mystery|Sci-Fi|Thriller,2.3529411764705883
462,Rushmore,Comedy,3.4699074074074074
463,Born Yesterday,Comedy,3.9464285714285716
464,"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,3.6739811912225706
465,Wild Wild West,Action|Sci-Fi|Western,2.327127659574468
466,Arlington Road,Thriller,3.5335195530726256
467,Rob Roy,Drama|Romance|War,3.6448863636363638
468,Batman Forever,Action|Adventure|Comedy|Crime,2.6594427244582044
469,Desperado,Action|Romance|Thriller,3.3311475409836064
470,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,3.592991913746631
471,Inspector Gadget,Action|Adventure|Children's|Comedy,2.2406015037593985
472,Mystery Men,Action|Adventure|Comedy,2.7255936675461743
473,Runaway Bride,Comedy|Romance,3.1710526315789473
474,Pushing Tin,Comedy,2.8835978835978837
475,Something to Talk About,Comedy|Drama|Romance,2.883495145631068
476,U-571,Action|Thriller,3.513440860215054
477,Oliver!,Musical,3.797945205479452
478,Midnight Cowboy,Drama,4.143507972665148
479,Frances,Drama,3.9453125
480,Winnie the Pooh and the Blustery Day,Animation|Children's,3.8663793103448274
481,Bowfinger,Comedy,3.3666666666666667
482,Breathless,Action|Drama|Romance|Thriller,2.843220338983051
483,Halloween,Horror,3.514469453376206
484,"American Werewolf in Paris, An",Comedy|Horror,2.5675675675675675
485,Romeo Is Bleeding,Crime|Thriller,3.4207317073170733
486,Poltergeist,Horror|Thriller,3.6754617414248023
487,True Lies,Action|Adventure|Comedy|Romance,3.7557603686635943
488,Schindler's List,Drama|War,4.09469696969697
489,Freaky Friday,Children's|Comedy,3.1956521739130435
490,GoodFellas,Crime|Drama,3.853191489361702
491,Psycho,Horror|Thriller,3.7172557172557172
492,Psycho,Crime|Horror|Thriller,3.7172557172557172
493,Fight Club,Drama,3.829977628635347
494,So I Married an Axe Murderer,Comedy|Romance|Thriller,3.441860465116279
495,Saving Private Ryan,Action|Drama|War,3.9536290322580645
