user_id,activity,diversity,conformity
215,1,3,2
216,1,1,3
217,2,3,2
218,1,2,2
219,1,3,2
220,1,2,2
221,2,3,1
222,1,1,2
223,1,1,2
224,1,3,2
225,1,1,2
226,1,3,2
227,1,3,2
228,1,2,2
229,2,3,2
230,1,3,3
231,3,2,1
232,2,3,2
233,3,3,1
234,1,3,2
235,1,2,2
236,1,1,3
237,2,3,2
238,2,3,2
239,1,1,3
240,1,2,1
241,1,3,2
242,1,3,2
243,1,3,3
244,1,1,2
245,2,3,2
246,1,3,2
247,2,3,1
248,1,3,3
249,1,3,1
250,1,2,2
251,2,3,2
252,3,3,2
253,1,3,2
254,2,2,1
255,2,3,2
256,1,3,2
257,1,3,2
258,1,3,2
259,1,2,3
260,1,3,2
261,1,2,2
262,1,3,2
263,2,3,1
264,1,2,2
265,1,3,3
266,3,3,1
267,2,3,2
268,2,3,2
269,1,3,2
270,1,3,3
271,3,3,2
272,1,3,1
273,2,3,2
274,1,1,3
275,3,3,2
276,2,3,2
277,1,1,3
278,2,3,2
279,1,2,2
280,1,3,2
281,1,1,3
282,2,3,2
283,2,3,1
284,1,3,2
285,1,3,3
286,3,3,1
287,3,3,2
288,2,2,1
289,2,3,2
290,1,2,2
291,2,3,1
292,1,1,2
293,1,2,2
294,2,2,2
295,3,3,2
296,3,3,1
297,1,3,2
298,1,2,2
299,1,2,3
300,1,3,2
301,1,2,2
302,2,3,1
303,1,3,2
304,1,1,3
305,2,3,1
306,3,3,1
307,1,3,2
308,1,1,3
309,1,3,3
310,1,2,2
311,1,3,3
312,1,3,2
313,1,1,3
314,2,3,2
315,1,1,2
316,1,3,3
317,1,1,2
318,1,2,2
319,3,3,1
320,3,2,1
321,3,2,1
322,1,3,3
323,1,2,2
324,1,2,2
325,1,1,3
326,1,1,3
327,1,2,2
328,1,3,3
329,2,3,1
330,1,3,2
331,2,3,2
332,1,3,3
333,3,2,1
334,1,3,1
335,2,3,2
336,2,3,2
337,1,3,2
338,2,2,2
339,1,3,2
340,1,3,2
341,1,3,2
342,2,3,1
343,1,3,3
344,1,3,3
345,1,2,2
346,2,3,2
347,1,1,2
348,3,3,1
349,1,2,3
350,3,3,1
351,1,3,2
352,1,2,2
353,1,3,2
354,1,3,2
355,2,3,2
356,3,2,1
357,2,3,2
358,3,3,2
359,3,2,1
360,2,3,2
361,2,2,2
362,1,2,2
363,1,3,2
364,2,3,2
365,1,2,2
366,1,1,3
367,2,3,2
368,1,1,3
369,1,2,2
370,1,1,2
371,2,3,2
372,1,2,2
373,1,3,2
374,1,1,3
375,2,3,2
376,1,3,3
377,1,3,3
378,1,3,3
379,1,1,2
380,1,2,2
381,2,3,2
382,1,2,3
383,1,3,2
384,2,3,2
385,3,3,2
386,1,1,2
387,3,3,2
388,1,2,3
389,1,3,2
390,3,2,1
391,2,3,1
392,1,2,2
393,1,3,2
394,3,3,1
395,1,3,2
396,3,3,1
397,2,3,2
398,1,1,2
399,3,3,1
400,1,3,3
401,1,3,3
402,1,3,2
403,1,2,2
404,1,3,2
405,1,3,2
406,1,3,2
407,2,3,2
408,1,3,2
409,2,3,1
410,2,3,3
411,1,1,3
412,3,3,2
413,1,2,2
414,1,3,3
415,2,2,1
416,1,2,2
417,1,1,2
418,1,3,2
419,2,3,2
420,1,3,2
421,3,2,1
422,1,2,2
423,1,2,2
424,1,2,3
425,1,2,2
426,2,3,2
427,1,3,2
428,1,2,2
429,2,3,1
430,3,3,1
431,3,2,1
432,3,3,1
433,2,3,2
434,2,2,2
435,1,1,2
436,2,3,2
437,1,3,2
438,1,3,3
439,1,3,2
440,1,3,2
441,1,3,2
442,1,2,2
443,2,3,1
444,1,2,3
445,2,3,3
446,1,3,2
447,1,2,1
448,1,3,2
449,1,1,3
450,2,3,2
451,3,3,1
452,1,2,1
453,2,2,1
454,1,2,3
455,1,3,3
456,1,3,2
457,3,3,1
458,2,3,2
459,2,3,2
460,2,3,2
461,1,3,1
462,2,3,1
463,1,3,2
464,1,2,2
465,2,3,2
466,1,3,3
467,2,3,2
468,1,3,1
469,2,3,2
470,2,3,2
471,2,3,1
472,1,2,2
473,1,1,2
474,1,3,3
475,1,3,3
476,2,3,2
477,1,3,3
478,3,3,1
479,1,3,2
480,1,3,3
481,1,1,2
482,1,2,2
483,1,2,3
484,2,3,1
485,2,3,2
486,1,1,3
487,2,3,2
488,1,3,1
489,1,3,2
490,1,3,1
491,3,3,1
492,1,2,2
493,1,3,2
494,2,3,1
495,1,3,2
496,1,2,2
497,2,2,1
498,1,2,2
499,2,3,3
500,2,3,2
501,1,2,1
502,1,2,2
503,2,3,2
504,2,2,2
505,1,3,3
506,2,3,1
507,1,2,2
508,2,2,1
509,2,2,2
510,1,3,2
511,1,3,3
512,1,3,3
513,2,3,2
514,3,3,1
515,1,3,2
516,2,3,1
517,1,3,2
518,3,3,1
519,2,3,2
520,3,3,1
521,1,3,2
522,1,2,1
523,3,2,1
524,1,2,2
525,1,3,2
526,1,3,2
527,3,2,1
528,1,1,3
529,2,3,2
530,1,3,2
531,3,3,2
532,3,3,1
533,1,3,2
534,2,3,1
535,2,3,1
536,2,3,3
537,2,3,2
538,1,3,2
539,2,3,2
540,2,2,1
541,3,2,1
542,1,2,2
543,3,2,1
544,1,3,2
545,2,2,1
546,1,3,2
547,1,3,3
548,1,3,2
549,2,3,2
550,1,3,2
551,1,2,2
552,1,1,3
553,1,3,3
554,1,1,3
555,2,3,2
556,3,3,1
557,2,3,2
558,1,2,2
559,3,2,1
560,1,2,2
561,2,2,1
562,1,3,3
563,1,2,2
564,2,3,1
565,2,3,2
566,2,3,2
567,1,2,3
568,2,2,1
569,1,2,3
570,3,3,1
571,1,3,1
572,1,3,2
573,1,1,3
574,1,2,2
575,2,3,1
576,1,3,2
577,2,3,2
578,1,2,2
579,2,3,2
580,1,2,3
581,2,3,2
582,2,3,1
583,1,3,3
584,1,1,2
585,1,3,3
586,1,3,3
587,1,2,2
588,1,2,2
589,2,3,1
590,3,3,1
591,3,3,1
592,2,3,2
593,2,3,2
594,2,3,2
595,2,3,1
596,2,3,2
597,1,1,3
598,2,2,1
599,2,3,2
600,1,1,3
601,1,3,2
602,1,2,2
603,2,3,1
604,1,3,2
605,1,2,2
606,1,2,2
607,2,3,2
608,1,3,3
609,1,2,2
610,2,2,1
611,1,3,2
612,1,3,2
613,1,2,3
614,2,3,1
615,1,3,2
616,1,1,3
617,1,1,2
